year,scenario,mpa,min_change,mean_change,median_change,max_change,sd_change,tooltip
2036,ssp585,KRZ,-21.81,-3.8,-2.46,9.61,11.23,"Year: 2036
Mean change: -3.8%
SD: ±11.2%"
2036,ssp585,SOSS,-16.14,-4.05,-7.85,17.39,11.29,"Year: 2036
Mean change: -4%
SD: ±11.3%"
2036,ssp585,SRZ,-36.56,-6.54,-10.01,33.19,20.14,"Year: 2036
Mean change: -6.5%
SD: ±20.1%"
2037,ssp126,GPZi,-16.47,-5.67,-8.67,7.95,8.48,"Year: 2037
Mean change: -5.7%
SD: ±8.5%"
2037,ssp126,GPZii,-14.54,-3.94,-3.42,2.58,4.93,"Year: 2037
Mean change: -3.9%
SD: ±4.9%"
2037,ssp126,GPZiii,-35.36,-11.74,-11.05,-0.12,10.28,"Year: 2037
Mean change: -11.7%
SD: ±10.3%"
2037,ssp126,KRZ,-25.66,-3.93,-2.55,13.67,11.74,"Year: 2037
Mean change: -3.9%
SD: ±11.7%"
2037,ssp126,SOSS,-16.89,-6.93,-7.73,6.9,7.78,"Year: 2037
Mean change: -6.9%
SD: ±7.8%"
2037,ssp126,SRZ,-31.81,-9.62,-10.72,23.32,16.92,"Year: 2037
Mean change: -9.6%
SD: ±16.9%"
2037,ssp585,GPZi,-15.84,-4.06,-2.84,11.17,8.87,"Year: 2037
Mean change: -4.1%
SD: ±8.9%"
2037,ssp585,GPZii,-7.91,-0.73,-0.46,7,4.78,"Year: 2037
Mean change: -0.7%
SD: ±4.8%"
2037,ssp585,GPZiii,-29.81,-7.82,-10.26,11.96,12.19,"Year: 2037
Mean change: -7.8%
SD: ±12.2%"
2037,ssp585,KRZ,-22.4,3.01,2.95,31.59,15.57,"Year: 2037
Mean change: 3%
SD: ±15.6%"
2037,ssp585,SOSS,-15.86,-2.92,-7.56,13.66,10.28,"Year: 2037
Mean change: -2.9%
SD: ±10.3%"
2037,ssp585,SRZ,-21.79,2.45,2.92,33.47,15.81,"Year: 2037
Mean change: 2.5%
SD: ±15.8%"
2038,ssp126,GPZi,-16.91,-3.9,-6.61,12.7,9.4,"Year: 2038
Mean change: -3.9%
SD: ±9.4%"
2038,ssp126,GPZii,-7.71,-5.05,-5.66,-0.19,2.38,"Year: 2038
Mean change: -5%
SD: ±2.4%"
2038,ssp126,GPZiii,-37.09,-8.17,-6.8,12.34,13.92,"Year: 2038
Mean change: -8.2%
SD: ±13.9%"
2038,ssp126,KRZ,-26.46,-2.19,-2.54,11.7,10.56,"Year: 2038
Mean change: -2.2%
SD: ±10.6%"
2038,ssp126,SOSS,-31.38,-9.59,-6.93,2.72,11.02,"Year: 2038
Mean change: -9.6%
SD: ±11%"
2038,ssp126,SRZ,-23.74,-4.47,-1.11,17.95,13.76,"Year: 2038
Mean change: -4.5%
SD: ±13.8%"
2038,ssp585,GPZi,-17.69,-3.36,-2.02,12.73,9.28,"Year: 2038
Mean change: -3.4%
SD: ±9.3%"
2038,ssp585,GPZii,-8.82,-3.41,-3.87,3.57,3.99,"Year: 2038
Mean change: -3.4%
SD: ±4%"
2038,ssp585,GPZiii,-32.69,-11.3,-13.96,28.84,17.46,"Year: 2038
Mean change: -11.3%
SD: ±17.5%"
2038,ssp585,KRZ,-23.05,-7.58,-4.34,0.48,7.63,"Year: 2038
Mean change: -7.6%
SD: ±7.6%"
2038,ssp585,SOSS,-10.16,-4.42,-5.13,3.48,4.45,"Year: 2038
Mean change: -4.4%
SD: ±4.4%"
2038,ssp585,SRZ,-22.39,-0.36,3.68,14.71,10.93,"Year: 2038
Mean change: -0.4%
SD: ±10.9%"
2039,ssp126,GPZi,-17.43,-5.77,-10.64,11.82,9.64,"Year: 2039
Mean change: -5.8%
SD: ±9.6%"
2039,ssp126,GPZii,-7.31,-4.05,-4.69,1.35,3.34,"Year: 2039
Mean change: -4%
SD: ±3.3%"
2039,ssp126,GPZiii,-38.77,-15.43,-13.27,-2.28,11.64,"Year: 2039
Mean change: -15.4%
SD: ±11.6%"
2039,ssp126,KRZ,-27.45,-3.81,-3.82,13.2,11.72,"Year: 2039
Mean change: -3.8%
SD: ±11.7%"
2039,ssp126,SOSS,-11.77,4.4,-1.46,41.14,17.72,"Year: 2039
Mean change: 4.4%
SD: ±17.7%"
2039,ssp126,SRZ,-24.52,-1.43,-4.66,36.75,16.9,"Year: 2039
Mean change: -1.4%
SD: ±16.9%"
2039,ssp585,GPZi,-14.92,-3.17,-2.56,11.05,8.08,"Year: 2039
Mean change: -3.2%
SD: ±8.1%"
2039,ssp585,GPZii,-17.52,-6.53,-5.52,-0.56,5.3,"Year: 2039
Mean change: -6.5%
SD: ±5.3%"
2039,ssp585,GPZiii,-32.51,-10.24,-6.74,1.75,10.04,"Year: 2039
Mean change: -10.2%
SD: ±10%"
2039,ssp585,KRZ,-23.74,-0.05,-3.56,25.78,16.44,"Year: 2039
Mean change: 0%
SD: ±16.4%"
2039,ssp585,SOSS,-23.35,-3.73,-3.3,8.65,9.39,"Year: 2039
Mean change: -3.7%
SD: ±9.4%"
2039,ssp585,SRZ,-22.78,-7.55,-6.86,6.26,9.86,"Year: 2039
Mean change: -7.6%
SD: ±9.9%"
2040,ssp126,GPZi,-18.06,-5.73,-4.64,3.73,7.35,"Year: 2040
Mean change: -5.7%
SD: ±7.3%"
2040,ssp126,GPZii,-9.18,-3.7,-4.08,4.47,4.09,"Year: 2040
Mean change: -3.7%
SD: ±4.1%"
2040,ssp126,GPZiii,-40.4,-11.16,-14.3,22.94,16.19,"Year: 2040
Mean change: -11.2%
SD: ±16.2%"
2040,ssp126,KRZ,-28.55,0.52,5.59,17.02,14.96,"Year: 2040
Mean change: 0.5%
SD: ±15%"
2040,ssp126,SOSS,-13.56,-0.92,-2.6,17.05,10.03,"Year: 2040
Mean change: -0.9%
SD: ±10%"
2040,ssp126,SRZ,-25.35,-4.92,-4.44,23.78,15.84,"Year: 2040
Mean change: -4.9%
SD: ±15.8%"
2040,ssp585,GPZi,-21.05,-8.67,-10.73,11.7,9.15,"Year: 2040
Mean change: -8.7%
SD: ±9.2%"
2040,ssp585,GPZii,-13.96,-5.7,-7.44,6.25,6.59,"Year: 2040
Mean change: -5.7%
SD: ±6.6%"
2040,ssp585,GPZiii,-33.86,-12.35,-12.76,11.09,11.47,"Year: 2040
Mean change: -12.3%
SD: ±11.5%"
2040,ssp585,KRZ,-24.37,-2.27,-0.13,11.66,11.02,"Year: 2040
Mean change: -2.3%
SD: ±11%"
2040,ssp585,SOSS,-18.99,4.59,-0.97,45.82,19.31,"Year: 2040
Mean change: 4.6%
SD: ±19.3%"
2040,ssp585,SRZ,-64.24,-18.93,-14.55,26.46,26.32,"Year: 2040
Mean change: -18.9%
SD: ±26.3%"
2041,ssp126,GPZi,-19.35,-7.44,-8.41,1.53,8.19,"Year: 2041
Mean change: -7.4%
SD: ±8.2%"
2041,ssp126,GPZii,-10.98,-3.2,-6.68,9.89,7.5,"Year: 2041
Mean change: -3.2%
SD: ±7.5%"
2041,ssp126,GPZiii,-41.88,-7.36,-8.45,18.98,17.67,"Year: 2041
Mean change: -7.4%
SD: ±17.7%"
2041,ssp126,KRZ,-29.56,-5.3,-5.29,12.78,12.35,"Year: 2041
Mean change: -5.3%
SD: ±12.3%"
2041,ssp126,SOSS,-14.34,2.29,-1.86,40.42,16.82,"Year: 2041
Mean change: 2.3%
SD: ±16.8%"
2041,ssp126,SRZ,-26.16,-0.02,-0.24,15.36,13.6,"Year: 2041
Mean change: 0%
SD: ±13.6%"
2041,ssp585,GPZi,-16.69,-2.69,-3.28,15.98,11.02,"Year: 2041
Mean change: -2.7%
SD: ±11%"
2041,ssp585,GPZii,-12.5,-4.8,-6.21,14.26,7.87,"Year: 2041
Mean change: -4.8%
SD: ±7.9%"
2041,ssp585,GPZiii,-35.22,-15.46,-16.22,-0.21,9.31,"Year: 2041
Mean change: -15.5%
SD: ±9.3%"
2041,ssp585,KRZ,-24.84,2.46,-0.61,33.35,16.22,"Year: 2041
Mean change: 2.5%
SD: ±16.2%"
2041,ssp585,SOSS,-12.2,-3.85,-3.99,5,5.86,"Year: 2041
Mean change: -3.9%
SD: ±5.9%"
2041,ssp585,SRZ,-23.1,1.39,-4.19,27.66,17.22,"Year: 2041
Mean change: 1.4%
SD: ±17.2%"
2042,ssp126,GPZi,-20.75,-2.94,-0.53,12.56,11.51,"Year: 2042
Mean change: -2.9%
SD: ±11.5%"
2042,ssp126,GPZii,-20.53,-7.51,-7.54,3.48,6.33,"Year: 2042
Mean change: -7.5%
SD: ±6.3%"
2042,ssp126,GPZiii,-43.22,-13.1,-11.83,0.01,12.27,"Year: 2042
Mean change: -13.1%
SD: ±12.3%"
2042,ssp126,KRZ,-30.43,-4.83,-5.63,7.3,11.59,"Year: 2042
Mean change: -4.8%
SD: ±11.6%"
2042,ssp126,SOSS,-15.29,-6.94,-7.77,6.22,7.73,"Year: 2042
Mean change: -6.9%
SD: ±7.7%"
2042,ssp126,SRZ,-26.75,7.75,3.8,37.86,19.29,"Year: 2042
Mean change: 7.8%
SD: ±19.3%"
2042,ssp585,GPZi,-15.16,-2.55,-0.33,8.67,8.21,"Year: 2042
Mean change: -2.5%
SD: ±8.2%"
2042,ssp585,GPZii,-11.44,-7.53,-8.15,-2.56,3.08,"Year: 2042
Mean change: -7.5%
SD: ±3.1%"
2042,ssp585,GPZiii,-36.54,-9.24,-12.91,17.75,15.85,"Year: 2042
Mean change: -9.2%
SD: ±15.8%"
2042,ssp585,KRZ,-25.37,-2.23,-1.41,8.25,9.87,"Year: 2042
Mean change: -2.2%
SD: ±9.9%"
2042,ssp585,SOSS,-10.68,-1.92,-2.81,15.85,8.19,"Year: 2042
Mean change: -1.9%
SD: ±8.2%"
2042,ssp585,SRZ,-23.14,-5.14,-8.95,22.64,15.34,"Year: 2042
Mean change: -5.1%
SD: ±15.3%"
2043,ssp126,GPZi,-19.3,-3.72,-2.86,11.97,8.79,"Year: 2043
Mean change: -3.7%
SD: ±8.8%"
2043,ssp126,GPZii,-14.18,-7.33,-8.48,8.73,6.62,"Year: 2043
Mean change: -7.3%
SD: ±6.6%"
2043,ssp126,GPZiii,-44.54,-15.73,-17,1.44,12.75,"Year: 2043
Mean change: -15.7%
SD: ±12.8%"
2043,ssp126,KRZ,-31.23,-7.02,-5.64,7.66,10.66,"Year: 2043
Mean change: -7%
SD: ±10.7%"
2043,ssp126,SOSS,-29.15,-7.73,-7.43,6.34,10.86,"Year: 2043
Mean change: -7.7%
SD: ±10.9%"
2043,ssp126,SRZ,-27.19,3.1,9.36,26.21,19.48,"Year: 2043
Mean change: 3.1%
SD: ±19.5%"
2043,ssp585,GPZi,-15.34,-7.16,-8.59,2,5.58,"Year: 2043
Mean change: -7.2%
SD: ±5.6%"
2043,ssp585,GPZii,-12.89,-6.88,-6.76,1.71,4.17,"Year: 2043
Mean change: -6.9%
SD: ±4.2%"
2043,ssp585,GPZiii,-37.84,-13.83,-11.72,-1.85,10.16,"Year: 2043
Mean change: -13.8%
SD: ±10.2%"
2043,ssp585,KRZ,-26.08,-6.87,-5.94,3.84,8.24,"Year: 2043
Mean change: -6.9%
SD: ±8.2%"
2043,ssp585,SOSS,-19.98,-6.46,-6.39,1.46,6.6,"Year: 2043
Mean change: -6.5%
SD: ±6.6%"
2043,ssp585,SRZ,-23.26,-4.5,-7.33,15.72,12.57,"Year: 2043
Mean change: -4.5%
SD: ±12.6%"
2044,ssp126,GPZi,-19.65,-1.48,-0.71,15.06,10.15,"Year: 2044
Mean change: -1.5%
SD: ±10.2%"
2044,ssp126,GPZii,-14.78,-5.55,-7.13,8.43,6.98,"Year: 2044
Mean change: -5.6%
SD: ±7%"
2044,ssp126,GPZiii,-45.83,-13.03,-10.23,7.2,14.14,"Year: 2044
Mean change: -13%
SD: ±14.1%"
2044,ssp126,KRZ,-31.95,-5.58,-4.81,14.16,12.05,"Year: 2044
Mean change: -5.6%
SD: ±12.1%"
2044,ssp126,SOSS,-37.91,-10.73,-8.01,6.5,14.05,"Year: 2044
Mean change: -10.7%
SD: ±14.1%"
2044,ssp126,SRZ,-27.75,14.65,12.29,46.41,22.87,"Year: 2044
Mean change: 14.7%
SD: ±22.9%"
2044,ssp585,GPZi,-15.66,-5.88,-8.22,14.18,8.31,"Year: 2044
Mean change: -5.9%
SD: ±8.3%"
2044,ssp585,GPZii,-9.45,-3.33,-2.91,4.16,4.17,"Year: 2044
Mean change: -3.3%
SD: ±4.2%"
2044,ssp585,GPZiii,-39.17,-14.69,-13.54,-1.33,10.37,"Year: 2044
Mean change: -14.7%
SD: ±10.4%"
2044,ssp585,KRZ,-26.74,-5.83,-4.82,8.84,11.84,"Year: 2044
Mean change: -5.8%
SD: ±11.8%"
2044,ssp585,SOSS,-12.33,1.37,-0.67,19.69,11.21,"Year: 2044
Mean change: 1.4%
SD: ±11.2%"
2044,ssp585,SRZ,-23.58,-6.94,-12.08,24,17.02,"Year: 2044
Mean change: -6.9%
SD: ±17%"
2045,ssp126,GPZi,-20.14,-6.39,-5.11,2.47,6.96,"Year: 2045
Mean change: -6.4%
SD: ±7%"
2045,ssp126,GPZii,-14.98,-5.7,-6.39,2.2,5.85,"Year: 2045
Mean change: -5.7%
SD: ±5.8%"
2045,ssp126,GPZiii,-47.02,-13.66,-16.68,14.1,18.34,"Year: 2045
Mean change: -13.7%
SD: ±18.3%"
2045,ssp126,KRZ,-32.58,-11.51,-7.65,0.49,10.22,"Year: 2045
Mean change: -11.5%
SD: ±10.2%"
2045,ssp126,SOSS,-29.28,-8.93,-14.1,26.23,16.43,"Year: 2045
Mean change: -8.9%
SD: ±16.4%"
2045,ssp126,SRZ,-28.37,-0.51,-2.79,38.8,18.82,"Year: 2045
Mean change: -0.5%
SD: ±18.8%"
2045,ssp585,GPZi,-16.01,-2.89,-1.59,8.62,7.82,"Year: 2045
Mean change: -2.9%
SD: ±7.8%"
2045,ssp585,GPZii,-10.54,-6.19,-6.85,1.8,3.74,"Year: 2045
Mean change: -6.2%
SD: ±3.7%"
2045,ssp585,GPZiii,-40.53,-13.96,-12.07,8.9,13.61,"Year: 2045
Mean change: -14%
SD: ±13.6%"
2045,ssp585,KRZ,-27.16,-2.78,-1.01,10.18,10.52,"Year: 2045
Mean change: -2.8%
SD: ±10.5%"
2045,ssp585,SOSS,-14.68,-2.94,-2.57,19.61,9.62,"Year: 2045
Mean change: -2.9%
SD: ±9.6%"
2045,ssp585,SRZ,-24.06,6.43,4.7,43.43,20.83,"Year: 2045
Mean change: 6.4%
SD: ±20.8%"
2046,ssp126,GPZi,-22.61,-11.26,-13.05,5.44,9.75,"Year: 2046
Mean change: -11.3%
SD: ±9.8%"
2046,ssp126,GPZii,-29.51,-9.92,-10.19,7.55,9.89,"Year: 2046
Mean change: -9.9%
SD: ±9.9%"
2046,ssp126,GPZiii,-48.21,-10.27,-9.48,11.85,17.09,"Year: 2046
Mean change: -10.3%
SD: ±17.1%"
2046,ssp126,KRZ,-33.28,-11.9,-12.42,9.43,11.51,"Year: 2046
Mean change: -11.9%
SD: ±11.5%"
2046,ssp126,SOSS,-21.25,-3.96,-4.93,35,17.1,"Year: 2046
Mean change: -4%
SD: ±17.1%"
2046,ssp126,SRZ,-43.87,-9.54,-16.01,48.48,29.82,"Year: 2046
Mean change: -9.5%
SD: ±29.8%"
2046,ssp585,GPZi,-16.45,-6.31,-5.96,3.08,6.83,"Year: 2046
Mean change: -6.3%
SD: ±6.8%"
2046,ssp585,GPZii,-11.29,-3.95,-6,17.23,8.75,"Year: 2046
Mean change: -4%
SD: ±8.8%"
2046,ssp585,GPZiii,-41.92,-15.21,-15.77,9.45,13.48,"Year: 2046
Mean change: -15.2%
SD: ±13.5%"
2046,ssp585,KRZ,-27.31,-5.39,-3.06,6.26,10.7,"Year: 2046
Mean change: -5.4%
SD: ±10.7%"
2046,ssp585,SOSS,-12.34,2.16,-0.66,30.28,13.06,"Year: 2046
Mean change: 2.2%
SD: ±13.1%"
2046,ssp585,SRZ,-31.26,-4.91,-6.86,36.65,19.14,"Year: 2046
Mean change: -4.9%
SD: ±19.1%"
2047,ssp126,GPZi,-21.26,-5.85,-5.22,16.12,10.77,"Year: 2047
Mean change: -5.8%
SD: ±10.8%"
2047,ssp126,GPZii,-17.73,-1.68,-3.9,18.78,12.67,"Year: 2047
Mean change: -1.7%
SD: ±12.7%"
2047,ssp126,GPZiii,-49.36,-14.58,-15.85,23.83,17.93,"Year: 2047
Mean change: -14.6%
SD: ±17.9%"
2047,ssp126,KRZ,-33.92,-10.68,-8.87,13.79,12.66,"Year: 2047
Mean change: -10.7%
SD: ±12.7%"
2047,ssp126,SOSS,-33.48,-6.64,-9.73,27.42,18.27,"Year: 2047
Mean change: -6.6%
SD: ±18.3%"
2047,ssp126,SRZ,-31.32,-1.46,-6.58,47.68,27.46,"Year: 2047
Mean change: -1.5%
SD: ±27.5%"
2047,ssp585,GPZi,-18.01,-5.35,-3.59,5.91,8.84,"Year: 2047
Mean change: -5.3%
SD: ±8.8%"
2047,ssp585,GPZii,-10.8,-0.07,-4.62,21.83,11.24,"Year: 2047
Mean change: -0.1%
SD: ±11.2%"
2047,ssp585,GPZiii,-43.24,-17.76,-15.82,-3.54,12.41,"Year: 2047
Mean change: -17.8%
SD: ±12.4%"
2047,ssp585,KRZ,-27.36,-6.92,-5.17,11.61,11.83,"Year: 2047
Mean change: -6.9%
SD: ±11.8%"
2047,ssp585,SOSS,-13.17,2.36,1.36,31.57,14.23,"Year: 2047
Mean change: 2.4%
SD: ±14.2%"
2047,ssp585,SRZ,-25.72,10.12,11.12,53.25,20.85,"Year: 2047
Mean change: 10.1%
SD: ±20.9%"
2048,ssp126,GPZi,-21.56,-4.67,-5.03,15.28,10.64,"Year: 2048
Mean change: -4.7%
SD: ±10.6%"
2048,ssp126,GPZii,-20.42,-3.33,-3.46,12.67,10.15,"Year: 2048
Mean change: -3.3%
SD: ±10.2%"
2048,ssp126,GPZiii,-50.46,-10.11,-7.19,10.76,17.54,"Year: 2048
Mean change: -10.1%
SD: ±17.5%"
2048,ssp126,KRZ,-34.32,-0.79,-4.77,41.34,22.45,"Year: 2048
Mean change: -0.8%
SD: ±22.4%"
2048,ssp126,SOSS,-22.29,5.97,-3.56,51.35,25.23,"Year: 2048
Mean change: 6%
SD: ±25.2%"
2048,ssp126,SRZ,-29.8,-1.07,-2.44,38.57,19.2,"Year: 2048
Mean change: -1.1%
SD: ±19.2%"
2048,ssp585,GPZi,-20.9,-9,-9.6,8.98,9.5,"Year: 2048
Mean change: -9%
SD: ±9.5%"
2048,ssp585,GPZii,-16.14,-0.93,-1.78,12.57,9.59,"Year: 2048
Mean change: -0.9%
SD: ±9.6%"
2048,ssp585,GPZiii,-44.48,-12.8,-16.21,15.67,19.3,"Year: 2048
Mean change: -12.8%
SD: ±19.3%"
2048,ssp585,KRZ,-29.24,-6.49,-8.26,19.59,16.61,"Year: 2048
Mean change: -6.5%
SD: ±16.6%"
2048,ssp585,SOSS,-13.48,3.64,-3.06,35.2,16.7,"Year: 2048
Mean change: 3.6%
SD: ±16.7%"
2048,ssp585,SRZ,-26.45,-6.01,-2.69,4.44,10.67,"Year: 2048
Mean change: -6%
SD: ±10.7%"
2049,ssp126,GPZi,-21.79,-4.81,-4.32,7.48,9.11,"Year: 2049
Mean change: -4.8%
SD: ±9.1%"
2049,ssp126,GPZii,-15.31,-3.86,-6.21,9.33,7.11,"Year: 2049
Mean change: -3.9%
SD: ±7.1%"
2049,ssp126,GPZiii,-51.55,-16.56,-11.95,-1.86,15.07,"Year: 2049
Mean change: -16.6%
SD: ±15.1%"
2049,ssp126,KRZ,-34.63,-6.49,-5.92,13.13,13.66,"Year: 2049
Mean change: -6.5%
SD: ±13.7%"
2049,ssp126,SOSS,-22.05,-8.19,-7.78,2.03,8.37,"Year: 2049
Mean change: -8.2%
SD: ±8.4%"
2049,ssp126,SRZ,-29.74,2.98,-3.06,37.76,22.23,"Year: 2049
Mean change: 3%
SD: ±22.2%"
2049,ssp585,GPZi,-17.91,-0.63,-2.46,15.93,13.48,"Year: 2049
Mean change: -0.6%
SD: ±13.5%"
2049,ssp585,GPZii,-14.17,-5.28,-6.44,4.89,5.15,"Year: 2049
Mean change: -5.3%
SD: ±5.2%"
2049,ssp585,GPZiii,-45.66,-12.83,-7.53,7.94,14.58,"Year: 2049
Mean change: -12.8%
SD: ±14.6%"
2049,ssp585,KRZ,-27.67,-1.95,-2.65,30.57,17.01,"Year: 2049
Mean change: -2%
SD: ±17%"
2049,ssp585,SOSS,-27.78,-7.88,-11.46,18.76,13.92,"Year: 2049
Mean change: -7.9%
SD: ±13.9%"
2049,ssp585,SRZ,-26.89,3.87,1.86,27.4,17.14,"Year: 2049
Mean change: 3.9%
SD: ±17.1%"
2050,ssp126,GPZi,-22.2,-10.34,-11.31,0.76,8.9,"Year: 2050
Mean change: -10.3%
SD: ±8.9%"
2050,ssp126,GPZii,-14.2,-4.52,-4.63,8.92,6.56,"Year: 2050
Mean change: -4.5%
SD: ±6.6%"
2050,ssp126,GPZiii,-52.6,-8.08,-5.49,25.93,20.72,"Year: 2050
Mean change: -8.1%
SD: ±20.7%"
2050,ssp126,KRZ,-35.1,-5.46,-3.77,5.25,11.35,"Year: 2050
Mean change: -5.5%
SD: ±11.3%"
2050,ssp126,SOSS,-21.94,-4.77,-4.29,10.09,9.44,"Year: 2050
Mean change: -4.8%
SD: ±9.4%"
2050,ssp126,SRZ,-33.22,-6.96,-7.26,33.34,18.65,"Year: 2050
Mean change: -7%
SD: ±18.6%"
2050,ssp585,GPZi,-18.01,-4.12,-1.54,4.43,8.4,"Year: 2050
Mean change: -4.1%
SD: ±8.4%"
2050,ssp585,GPZii,-12.21,-8,-7.28,-6.18,1.9,"Year: 2050
Mean change: -8%
SD: ±1.9%"
2050,ssp585,GPZiii,-46.75,-13.63,-18.7,20.23,21.18,"Year: 2050
Mean change: -13.6%
SD: ±21.2%"
2050,ssp585,KRZ,-28.07,-6.66,-4.29,3.09,9.16,"Year: 2050
Mean change: -6.7%
SD: ±9.2%"
2050,ssp585,SOSS,-14.48,-0.39,0.15,18.25,10.27,"Year: 2050
Mean change: -0.4%
SD: ±10.3%"
2050,ssp585,SRZ,-26.97,-1.83,-1.97,25.94,15.35,"Year: 2050
Mean change: -1.8%
SD: ±15.3%"
2051,ssp126,GPZi,-22.66,-9.89,-12.93,0.8,7.58,"Year: 2051
Mean change: -9.9%
SD: ±7.6%"
2051,ssp126,GPZii,-13.79,-7.01,-7.02,4.18,5,"Year: 2051
Mean change: -7%
SD: ±5%"
2051,ssp126,GPZiii,-53.59,-16.43,-12.85,-3.53,15,"Year: 2051
Mean change: -16.4%
SD: ±15%"
2051,ssp126,KRZ,-35.85,-12.93,-12.81,7.85,11.99,"Year: 2051
Mean change: -12.9%
SD: ±12%"
2051,ssp126,SOSS,-22.11,-3.21,-4.36,16.07,11.29,"Year: 2051
Mean change: -3.2%
SD: ±11.3%"
2051,ssp126,SRZ,-30.96,-5.38,-5.59,23.27,17.69,"Year: 2051
Mean change: -5.4%
SD: ±17.7%"
2051,ssp585,GPZi,-18.08,-4,-1.79,3.27,7.16,"Year: 2051
Mean change: -4%
SD: ±7.2%"
2051,ssp585,GPZii,-13.07,-6.61,-6.74,3.08,4.46,"Year: 2051
Mean change: -6.6%
SD: ±4.5%"
2051,ssp585,GPZiii,-47.93,-18,-11.2,-0.87,18.59,"Year: 2051
Mean change: -18%
SD: ±18.6%"
2051,ssp585,KRZ,-28.77,-4.26,-2.9,12.21,11.54,"Year: 2051
Mean change: -4.3%
SD: ±11.5%"
2051,ssp585,SOSS,-14.35,-1.37,0.03,13.9,9.95,"Year: 2051
Mean change: -1.4%
SD: ±9.9%"
2051,ssp585,SRZ,-26.88,-6.55,-8.72,14.83,13.8,"Year: 2051
Mean change: -6.6%
SD: ±13.8%"
2052,ssp126,GPZi,-23.07,-3.89,-2.93,11.79,11.14,"Year: 2052
Mean change: -3.9%
SD: ±11.1%"
2052,ssp126,GPZii,-13.62,-1.74,-4.38,19.42,10.27,"Year: 2052
Mean change: -1.7%
SD: ±10.3%"
2052,ssp126,GPZiii,-54.58,-14.95,-13.38,4.18,16.26,"Year: 2052
Mean change: -14.9%
SD: ±16.3%"
2052,ssp126,KRZ,-36.62,-7.88,-4.44,8.03,13.08,"Year: 2052
Mean change: -7.9%
SD: ±13.1%"
2052,ssp126,SOSS,-22.47,5.52,1.49,31.68,18.32,"Year: 2052
Mean change: 5.5%
SD: ±18.3%"
2052,ssp126,SRZ,-29.85,3.01,1.67,26.28,16.12,"Year: 2052
Mean change: 3%
SD: ±16.1%"
2052,ssp585,GPZi,-18.11,-3.56,-4.42,12.56,9.03,"Year: 2052
Mean change: -3.6%
SD: ±9%"
2052,ssp585,GPZii,-16.19,-4.34,-5.56,7.33,7.04,"Year: 2052
Mean change: -4.3%
SD: ±7%"
2052,ssp585,GPZiii,-48.84,-8.19,-9.95,25.44,20.36,"Year: 2052
Mean change: -8.2%
SD: ±20.4%"
2052,ssp585,KRZ,-29.42,-4.74,-2.57,6.55,9.73,"Year: 2052
Mean change: -4.7%
SD: ±9.7%"
2052,ssp585,SOSS,-14.9,-0.15,-1.86,19.52,11.09,"Year: 2052
Mean change: -0.1%
SD: ±11.1%"
2052,ssp585,SRZ,-26.65,-5.12,-4.3,21.81,12.33,"Year: 2052
Mean change: -5.1%
SD: ±12.3%"
2053,ssp126,GPZi,-23.46,-12.02,-15.11,6.77,10.2,"Year: 2053
Mean change: -12%
SD: ±10.2%"
2053,ssp126,GPZii,-13.49,-2.55,-4.27,11.68,7.75,"Year: 2053
Mean change: -2.5%
SD: ±7.8%"
2053,ssp126,GPZiii,-55.56,-11.79,-8.15,18.52,19.99,"Year: 2053
Mean change: -11.8%
SD: ±20%"
2053,ssp126,KRZ,-37.27,-7,-4.56,17.77,15.96,"Year: 2053
Mean change: -7%
SD: ±16%"
2053,ssp126,SOSS,-22.57,3.61,-2.76,36.88,20.09,"Year: 2053
Mean change: 3.6%
SD: ±20.1%"
2053,ssp126,SRZ,-29.7,-2.23,-7.49,35.25,20.1,"Year: 2053
Mean change: -2.2%
SD: ±20.1%"
2053,ssp585,GPZi,-18.15,-4.41,-2.8,4.83,8.58,"Year: 2053
Mean change: -4.4%
SD: ±8.6%"
2053,ssp585,GPZii,-10.83,-4.16,-4.64,3.73,4.88,"Year: 2053
Mean change: -4.2%
SD: ±4.9%"
2053,ssp585,GPZiii,-49.79,-12.05,-7.9,9.57,17.89,"Year: 2053
Mean change: -12.1%
SD: ±17.9%"
2053,ssp585,KRZ,-30.06,-3.11,-4.56,15.5,12.76,"Year: 2053
Mean change: -3.1%
SD: ±12.8%"
2053,ssp585,SOSS,-23.97,-7.04,-3.61,4.7,11.15,"Year: 2053
Mean change: -7%
SD: ±11.2%"
2053,ssp585,SRZ,-26.27,-0.23,1,16.03,13.43,"Year: 2053
Mean change: -0.2%
SD: ±13.4%"
2054,ssp126,GPZi,-23.68,-7.41,-6.36,4.11,8.94,"Year: 2054
Mean change: -7.4%
SD: ±8.9%"
2054,ssp126,GPZii,-13.1,-3.2,-4.46,3.73,5.38,"Year: 2054
Mean change: -3.2%
SD: ±5.4%"
2054,ssp126,GPZiii,-56.48,-18.67,-16.45,-5.42,14.79,"Year: 2054
Mean change: -18.7%
SD: ±14.8%"
2054,ssp126,KRZ,-37.62,-6.2,-4.69,14.13,15.61,"Year: 2054
Mean change: -6.2%
SD: ±15.6%"
2054,ssp126,SOSS,-31.13,-10.09,-13.31,15.15,16.63,"Year: 2054
Mean change: -10.1%
SD: ±16.6%"
2054,ssp126,SRZ,-29.44,5.12,8.1,34.87,19.63,"Year: 2054
Mean change: 5.1%
SD: ±19.6%"
