year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip,fao,mpa,so,subregion
2081,ssp585,NA,-20.43,-0.99,0.15,15.68,12.53,"Year: 2081
Mean change: -1%
SD: ±12.5%",NA,GPZi,NA,NA
2081,ssp585,NA,-22.48,-4.48,-6.94,20.57,12.14,"Year: 2081
Mean change: -4.5%
SD: ±12.1%",NA,GPZii,NA,NA
2081,ssp585,NA,-64.98,-17.65,-13.83,3.54,21.74,"Year: 2081
Mean change: -17.6%
SD: ±21.7%",NA,GPZiii,NA,NA
2081,ssp585,NA,-36.54,-4.09,-5.13,13.62,14.81,"Year: 2081
Mean change: -4.1%
SD: ±14.8%",NA,KRZ,NA,NA
2081,ssp585,NA,-31.13,6.34,2.26,42.66,25.19,"Year: 2081
Mean change: 6.3%
SD: ±25.2%",NA,SOSS,NA,NA
2081,ssp585,NA,-21.81,20.17,12.71,65.14,29.98,"Year: 2081
Mean change: 20.2%
SD: ±30%",NA,SRZ,NA,NA
2082,ssp126,NA,-21.85,-6.18,-5.92,16.36,12.56,"Year: 2082
Mean change: -6.2%
SD: ±12.6%",NA,GPZi,NA,NA
2082,ssp126,NA,-20.25,-9.51,-12.79,7.25,9.38,"Year: 2082
Mean change: -9.5%
SD: ±9.4%",NA,GPZii,NA,NA
2082,ssp126,NA,-65.07,-11.32,-4.75,19.28,24.06,"Year: 2082
Mean change: -11.3%
SD: ±24.1%",NA,GPZiii,NA,NA
2082,ssp126,NA,-32.84,-1.7,0.91,14.57,14.34,"Year: 2082
Mean change: -1.7%
SD: ±14.3%",NA,KRZ,NA,NA
2082,ssp126,NA,-23.48,-9.58,-11.88,6.38,9.79,"Year: 2082
Mean change: -9.6%
SD: ±9.8%",NA,SOSS,NA,NA
2082,ssp126,NA,-24.82,5.83,1.62,56.35,28.57,"Year: 2082
Mean change: 5.8%
SD: ±28.6%",NA,SRZ,NA,NA
2082,ssp585,NA,-20.19,0.33,2.88,20.04,13.25,"Year: 2082
Mean change: 0.3%
SD: ±13.2%",NA,GPZi,NA,NA
2082,ssp585,NA,-22.58,-4.45,-4.68,20.54,12.91,"Year: 2082
Mean change: -4.4%
SD: ±12.9%",NA,GPZii,NA,NA
2082,ssp585,NA,-65.28,-17.71,-10.92,4.69,21.59,"Year: 2082
Mean change: -17.7%
SD: ±21.6%",NA,GPZiii,NA,NA
2082,ssp585,NA,-36.69,-0.6,-0.66,21.4,18.15,"Year: 2082
Mean change: -0.6%
SD: ±18.1%",NA,KRZ,NA,NA
2082,ssp585,NA,-31.4,6.54,4.33,50.55,24.87,"Year: 2082
Mean change: 6.5%
SD: ±24.9%",NA,SOSS,NA,NA
2082,ssp585,NA,-21.15,15.98,14.42,78.86,28.85,"Year: 2082
Mean change: 16%
SD: ±28.9%",NA,SRZ,NA,NA
2083,ssp126,NA,-22.13,-3.04,-0.57,17.9,12.55,"Year: 2083
Mean change: -3%
SD: ±12.6%",NA,GPZi,NA,NA
2083,ssp126,NA,-18.95,-7.58,-8.82,5.4,8.9,"Year: 2083
Mean change: -7.6%
SD: ±8.9%",NA,GPZii,NA,NA
2083,ssp126,NA,-64.63,-15.45,-10.86,13.06,21.74,"Year: 2083
Mean change: -15.4%
SD: ±21.7%",NA,GPZiii,NA,NA
2083,ssp126,NA,-31.93,-6.79,-7.74,7.88,12.45,"Year: 2083
Mean change: -6.8%
SD: ±12.4%",NA,KRZ,NA,NA
2083,ssp126,NA,-23.94,10.97,0.77,52.88,24.89,"Year: 2083
Mean change: 11%
SD: ±24.9%",NA,SOSS,NA,NA
2083,ssp126,NA,-25.1,4.71,-2.99,60.63,26.03,"Year: 2083
Mean change: 4.7%
SD: ±26%",NA,SRZ,NA,NA
2083,ssp585,NA,-20.12,0.16,0.83,19.41,12.59,"Year: 2083
Mean change: 0.2%
SD: ±12.6%",NA,GPZi,NA,NA
2083,ssp585,NA,-22.35,-6.26,-6.18,15.45,9.67,"Year: 2083
Mean change: -6.3%
SD: ±9.7%",NA,GPZii,NA,NA
2083,ssp585,NA,-65.61,-15.27,-7.94,20.53,25.54,"Year: 2083
Mean change: -15.3%
SD: ±25.5%",NA,GPZiii,NA,NA
2083,ssp585,NA,-36.6,-2.51,-0.4,18.71,15.35,"Year: 2083
Mean change: -2.5%
SD: ±15.3%",NA,KRZ,NA,NA
2083,ssp585,NA,-31.11,-1.47,4.44,12.46,14.85,"Year: 2083
Mean change: -1.5%
SD: ±14.8%",NA,SOSS,NA,NA
2083,ssp585,NA,-20.92,21.79,20.97,93.48,33.23,"Year: 2083
Mean change: 21.8%
SD: ±33.2%",NA,SRZ,NA,NA
2084,ssp126,NA,-20.88,-2,-0.29,12.74,10.88,"Year: 2084
Mean change: -2%
SD: ±10.9%",NA,GPZi,NA,NA
2084,ssp126,NA,-26.72,-3.88,-4.57,15.18,13.91,"Year: 2084
Mean change: -3.9%
SD: ±13.9%",NA,GPZii,NA,NA
2084,ssp126,NA,-64.25,-17.27,-13.34,0.31,19.71,"Year: 2084
Mean change: -17.3%
SD: ±19.7%",NA,GPZiii,NA,NA
2084,ssp126,NA,-31.32,-4.33,-1.74,8.02,11.61,"Year: 2084
Mean change: -4.3%
SD: ±11.6%",NA,KRZ,NA,NA
2084,ssp126,NA,-24.8,2.8,1.28,33.78,16.05,"Year: 2084
Mean change: 2.8%
SD: ±16%",NA,SOSS,NA,NA
2084,ssp126,NA,-25.54,15.92,16.12,63.29,28.1,"Year: 2084
Mean change: 15.9%
SD: ±28.1%",NA,SRZ,NA,NA
2084,ssp585,NA,-20.39,1.75,4.13,22.03,13.54,"Year: 2084
Mean change: 1.8%
SD: ±13.5%",NA,GPZi,NA,NA
2084,ssp585,NA,-22.31,-5.32,-6.52,22.81,11.97,"Year: 2084
Mean change: -5.3%
SD: ±12%",NA,GPZii,NA,NA
2084,ssp585,NA,-65.93,-21.92,-19.09,1.61,19.16,"Year: 2084
Mean change: -21.9%
SD: ±19.2%",NA,GPZiii,NA,NA
2084,ssp585,NA,-36.35,2.41,1.93,27.17,18.07,"Year: 2084
Mean change: 2.4%
SD: ±18.1%",NA,KRZ,NA,NA
2084,ssp585,NA,-31.15,-7.46,-4.38,19.83,17.61,"Year: 2084
Mean change: -7.5%
SD: ±17.6%",NA,SOSS,NA,NA
2084,ssp585,NA,-21.19,19.91,15.93,78.52,28.39,"Year: 2084
Mean change: 19.9%
SD: ±28.4%",NA,SRZ,NA,NA
2085,ssp126,NA,-21.75,-11.28,-12.08,2.26,8.53,"Year: 2085
Mean change: -11.3%
SD: ±8.5%",NA,GPZi,NA,NA
2085,ssp126,NA,-23.04,2.79,1.19,30.83,17.11,"Year: 2085
Mean change: 2.8%
SD: ±17.1%",NA,GPZii,NA,NA
2085,ssp126,NA,-64.01,-22.77,-19.14,-1.41,17.12,"Year: 2085
Mean change: -22.8%
SD: ±17.1%",NA,GPZiii,NA,NA
2085,ssp126,NA,-30.91,-2.42,-5.13,16.87,14.3,"Year: 2085
Mean change: -2.4%
SD: ±14.3%",NA,KRZ,NA,NA
2085,ssp126,NA,-25.65,-5.6,-1.39,3.21,10.84,"Year: 2085
Mean change: -5.6%
SD: ±10.8%",NA,SOSS,NA,NA
2085,ssp126,NA,-58.25,-14.91,-20.47,63.2,34.05,"Year: 2085
Mean change: -14.9%
SD: ±34%",NA,SRZ,NA,NA
2085,ssp585,NA,-20.89,-0.28,-1.64,22.49,12.9,"Year: 2085
Mean change: -0.3%
SD: ±12.9%",NA,GPZi,NA,NA
2085,ssp585,NA,-22.28,-6.73,-7.66,5.78,8.07,"Year: 2085
Mean change: -6.7%
SD: ±8.1%",NA,GPZii,NA,NA
2085,ssp585,NA,-66.27,-18.2,-10.76,15,23.14,"Year: 2085
Mean change: -18.2%
SD: ±23.1%",NA,GPZiii,NA,NA
2085,ssp585,NA,-36.11,-2.99,-3.16,14.66,14.23,"Year: 2085
Mean change: -3%
SD: ±14.2%",NA,KRZ,NA,NA
2085,ssp585,NA,-30.87,-2.71,-0.09,18.16,14.7,"Year: 2085
Mean change: -2.7%
SD: ±14.7%",NA,SOSS,NA,NA
2085,ssp585,NA,-21.78,12.79,11.72,59.32,22.45,"Year: 2085
Mean change: 12.8%
SD: ±22.4%",NA,SRZ,NA,NA
2086,ssp126,NA,-20.9,-5.95,-8.19,13.71,11.91,"Year: 2086
Mean change: -6%
SD: ±11.9%",NA,GPZi,NA,NA
2086,ssp126,NA,-16.29,-1.65,-2.29,12.58,10.38,"Year: 2086
Mean change: -1.6%
SD: ±10.4%",NA,GPZii,NA,NA
2086,ssp126,NA,-63.81,-9.89,-9.51,36.99,29.41,"Year: 2086
Mean change: -9.9%
SD: ±29.4%",NA,GPZiii,NA,NA
2086,ssp126,NA,-30.49,-6.56,-7.05,21.45,15.03,"Year: 2086
Mean change: -6.6%
SD: ±15%",NA,KRZ,NA,NA
2086,ssp126,NA,-26.67,-9.47,-7.71,5.25,11.23,"Year: 2086
Mean change: -9.5%
SD: ±11.2%",NA,SOSS,NA,NA
2086,ssp126,NA,-27.07,-0.51,-7.49,35.99,21.31,"Year: 2086
Mean change: -0.5%
SD: ±21.3%",NA,SRZ,NA,NA
2086,ssp585,NA,-21.55,0.72,-1.63,29.85,15.94,"Year: 2086
Mean change: 0.7%
SD: ±15.9%",NA,GPZi,NA,NA
2086,ssp585,NA,-22.06,-6.3,-7.54,15.69,10.13,"Year: 2086
Mean change: -6.3%
SD: ±10.1%",NA,GPZii,NA,NA
2086,ssp585,NA,-66.6,-18.91,-12.65,0.79,20.52,"Year: 2086
Mean change: -18.9%
SD: ±20.5%",NA,GPZiii,NA,NA
2086,ssp585,NA,-35.84,2.75,1.51,47.15,21.78,"Year: 2086
Mean change: 2.8%
SD: ±21.8%",NA,KRZ,NA,NA
2086,ssp585,NA,-31.09,0.69,3.87,20.99,16.32,"Year: 2086
Mean change: 0.7%
SD: ±16.3%",NA,SOSS,NA,NA
2086,ssp585,NA,-22.51,14.66,9.16,64.66,28.4,"Year: 2086
Mean change: 14.7%
SD: ±28.4%",NA,SRZ,NA,NA
2087,ssp126,NA,-21.13,-6.58,-4.85,9.08,11.03,"Year: 2087
Mean change: -6.6%
SD: ±11%",NA,GPZi,NA,NA
2087,ssp126,NA,-14.79,-1.19,0.29,14.88,9.58,"Year: 2087
Mean change: -1.2%
SD: ±9.6%",NA,GPZii,NA,NA
2087,ssp126,NA,-63.62,-16.84,-15.6,9.34,21,"Year: 2087
Mean change: -16.8%
SD: ±21%",NA,GPZiii,NA,NA
2087,ssp126,NA,-30.19,-5.1,-4.44,17.75,12.32,"Year: 2087
Mean change: -5.1%
SD: ±12.3%",NA,KRZ,NA,NA
2087,ssp126,NA,-27.78,-12.16,-14.46,7.12,12.5,"Year: 2087
Mean change: -12.2%
SD: ±12.5%",NA,SOSS,NA,NA
2087,ssp126,NA,-53.11,-10.29,-15.61,36.31,28.07,"Year: 2087
Mean change: -10.3%
SD: ±28.1%",NA,SRZ,NA,NA
2087,ssp585,NA,-22.33,-0.28,-0.38,19.2,14.44,"Year: 2087
Mean change: -0.3%
SD: ±14.4%",NA,GPZi,NA,NA
2087,ssp585,NA,-22.09,-9.41,-10.29,12.35,9.53,"Year: 2087
Mean change: -9.4%
SD: ±9.5%",NA,GPZii,NA,NA
2087,ssp585,NA,-66.89,-12.21,-12.46,36.88,30.76,"Year: 2087
Mean change: -12.2%
SD: ±30.8%",NA,GPZiii,NA,NA
2087,ssp585,NA,-35.59,-8.48,-7.31,13.8,16.8,"Year: 2087
Mean change: -8.5%
SD: ±16.8%",NA,KRZ,NA,NA
2087,ssp585,NA,-31.41,-6.49,-2.15,14.7,15.64,"Year: 2087
Mean change: -6.5%
SD: ±15.6%",NA,SOSS,NA,NA
2087,ssp585,NA,-23.53,13.75,11.44,58.42,24.62,"Year: 2087
Mean change: 13.8%
SD: ±24.6%",NA,SRZ,NA,NA
2088,ssp126,NA,-21.58,-8.6,-8.73,4.12,8.45,"Year: 2088
Mean change: -8.6%
SD: ±8.4%",NA,GPZi,NA,NA
2088,ssp126,NA,-14.49,-3.65,-5.74,21.22,9.87,"Year: 2088
Mean change: -3.6%
SD: ±9.9%",NA,GPZii,NA,NA
2088,ssp126,NA,-63.45,-16.14,-13.69,12.05,22.12,"Year: 2088
Mean change: -16.1%
SD: ±22.1%",NA,GPZiii,NA,NA
2088,ssp126,NA,-30.29,-6.92,-7.43,16.31,12.65,"Year: 2088
Mean change: -6.9%
SD: ±12.7%",NA,KRZ,NA,NA
2088,ssp126,NA,-29,-12.11,-10.23,0.13,10.48,"Year: 2088
Mean change: -12.1%
SD: ±10.5%",NA,SOSS,NA,NA
2088,ssp126,NA,-28.55,-2.84,-0.41,12.98,12.44,"Year: 2088
Mean change: -2.8%
SD: ±12.4%",NA,SRZ,NA,NA
2088,ssp585,NA,-23.07,0.83,-0.12,24.22,15.01,"Year: 2088
Mean change: 0.8%
SD: ±15%",NA,GPZi,NA,NA
2088,ssp585,NA,-22.62,-9.42,-12.07,14.08,11.21,"Year: 2088
Mean change: -9.4%
SD: ±11.2%",NA,GPZii,NA,NA
2088,ssp585,NA,-67.14,-18.17,-13.33,6.22,22.41,"Year: 2088
Mean change: -18.2%
SD: ±22.4%",NA,GPZiii,NA,NA
2088,ssp585,NA,-35.33,4.37,0.58,39.07,22.73,"Year: 2088
Mean change: 4.4%
SD: ±22.7%",NA,KRZ,NA,NA
2088,ssp585,NA,-31.83,-2.52,1.79,18.46,16.23,"Year: 2088
Mean change: -2.5%
SD: ±16.2%",NA,SOSS,NA,NA
2088,ssp585,NA,-24.63,12.43,11.88,49.23,23.03,"Year: 2088
Mean change: 12.4%
SD: ±23%",NA,SRZ,NA,NA
2089,ssp126,NA,-27.51,-10.72,-8.47,5.7,12.04,"Year: 2089
Mean change: -10.7%
SD: ±12%",NA,GPZi,NA,NA
2089,ssp126,NA,-15.39,-1.12,-1.9,16.14,10.04,"Year: 2089
Mean change: -1.1%
SD: ±10%",NA,GPZii,NA,NA
2089,ssp126,NA,-63.36,-21.23,-17.45,-0.53,18.44,"Year: 2089
Mean change: -21.2%
SD: ±18.4%",NA,GPZiii,NA,NA
2089,ssp126,NA,-30.68,-6.8,-8.09,18.75,13.56,"Year: 2089
Mean change: -6.8%
SD: ±13.6%",NA,KRZ,NA,NA
2089,ssp126,NA,-44.1,-16.85,-11.95,-0.78,14.41,"Year: 2089
Mean change: -16.9%
SD: ±14.4%",NA,SOSS,NA,NA
2089,ssp126,NA,-45.02,-13.28,-12.76,25.89,20.95,"Year: 2089
Mean change: -13.3%
SD: ±21%",NA,SRZ,NA,NA
2089,ssp585,NA,-23.57,4.61,-1.81,50.81,22.07,"Year: 2089
Mean change: 4.6%
SD: ±22.1%",NA,GPZi,NA,NA
2089,ssp585,NA,-26.64,-14.25,-14.19,3.5,9.43,"Year: 2089
Mean change: -14.2%
SD: ±9.4%",NA,GPZii,NA,NA
2089,ssp585,NA,-67.24,-3.18,-9.9,62.24,40.29,"Year: 2089
Mean change: -3.2%
SD: ±40.3%",NA,GPZiii,NA,NA
2089,ssp585,NA,-34.96,2.98,1,27.87,18.96,"Year: 2089
Mean change: 3%
SD: ±19%",NA,KRZ,NA,NA
2089,ssp585,NA,-33.44,-14.45,-16.98,5.32,14.11,"Year: 2089
Mean change: -14.4%
SD: ±14.1%",NA,SOSS,NA,NA
2089,ssp585,NA,-25.62,16.25,23.98,59.03,31.23,"Year: 2089
Mean change: 16.2%
SD: ±31.2%",NA,SRZ,NA,NA
2090,ssp126,NA,-23.67,-9.55,-11.48,10.98,12.49,"Year: 2090
Mean change: -9.6%
SD: ±12.5%",NA,GPZi,NA,NA
2090,ssp126,NA,-16.8,-0.76,-1.3,25.26,12.21,"Year: 2090
Mean change: -0.8%
SD: ±12.2%",NA,GPZii,NA,NA
2090,ssp126,NA,-63.38,-15.1,-10.17,1.22,19.84,"Year: 2090
Mean change: -15.1%
SD: ±19.8%",NA,GPZiii,NA,NA
2090,ssp126,NA,-31.19,-6.9,-7.17,16.57,14.4,"Year: 2090
Mean change: -6.9%
SD: ±14.4%",NA,KRZ,NA,NA
2090,ssp126,NA,-32.76,-12.28,-11.62,10.48,13.81,"Year: 2090
Mean change: -12.3%
SD: ±13.8%",NA,SOSS,NA,NA
2090,ssp126,NA,-53.38,-12.27,-14.55,32.85,23.75,"Year: 2090
Mean change: -12.3%
SD: ±23.8%",NA,SRZ,NA,NA
2090,ssp585,NA,-23.94,4.05,3.49,30,17.53,"Year: 2090
Mean change: 4%
SD: ±17.5%",NA,GPZi,NA,NA
2090,ssp585,NA,-26.11,-13.23,-15.02,11.08,10.93,"Year: 2090
Mean change: -13.2%
SD: ±10.9%",NA,GPZii,NA,NA
2090,ssp585,NA,-67.27,-13.81,-10.22,16.56,25.47,"Year: 2090
Mean change: -13.8%
SD: ±25.5%",NA,GPZiii,NA,NA
2090,ssp585,NA,-34.59,1.27,1.62,20.59,16.14,"Year: 2090
Mean change: 1.3%
SD: ±16.1%",NA,KRZ,NA,NA
2090,ssp585,NA,-32.76,2.15,0.3,41.58,23.79,"Year: 2090
Mean change: 2.1%
SD: ±23.8%",NA,SOSS,NA,NA
2090,ssp585,NA,-26.56,17.07,21.36,48.41,24.63,"Year: 2090
Mean change: 17.1%
SD: ±24.6%",NA,SRZ,NA,NA
2091,ssp126,NA,-23.19,-3.66,-1.38,10.14,11.28,"Year: 2091
Mean change: -3.7%
SD: ±11.3%",NA,GPZi,NA,NA
2091,ssp126,NA,-17.81,-3.7,-2.47,14.05,9.76,"Year: 2091
Mean change: -3.7%
SD: ±9.8%",NA,GPZii,NA,NA
2091,ssp126,NA,-63.46,-14.57,-11.97,17.88,22.61,"Year: 2091
Mean change: -14.6%
SD: ±22.6%",NA,GPZiii,NA,NA
2091,ssp126,NA,-31.68,-3.74,-2.52,12.12,12.74,"Year: 2091
Mean change: -3.7%
SD: ±12.7%",NA,KRZ,NA,NA
2091,ssp126,NA,-32.94,-2.27,-7.54,39.17,22.69,"Year: 2091
Mean change: -2.3%
SD: ±22.7%",NA,SOSS,NA,NA
2091,ssp126,NA,-30.42,-2.03,-2.08,36.93,18.65,"Year: 2091
Mean change: -2%
SD: ±18.6%",NA,SRZ,NA,NA
2091,ssp585,NA,-24.26,-0.6,1.01,22.89,14.56,"Year: 2091
Mean change: -0.6%
SD: ±14.6%",NA,GPZi,NA,NA
2091,ssp585,NA,-26.34,-8.98,-12.42,24.12,15.29,"Year: 2091
Mean change: -9%
SD: ±15.3%",NA,GPZii,NA,NA
2091,ssp585,NA,-67.25,-8.72,-0.45,21.57,27.59,"Year: 2091
Mean change: -8.7%
SD: ±27.6%",NA,GPZiii,NA,NA
2091,ssp585,NA,-34.35,0.79,2.29,24.37,16.45,"Year: 2091
Mean change: 0.8%
SD: ±16.4%",NA,KRZ,NA,NA
2091,ssp585,NA,-33.04,-7.65,-4.08,11.18,14.36,"Year: 2091
Mean change: -7.7%
SD: ±14.4%",NA,SOSS,NA,NA
2091,ssp585,NA,-27.45,10.57,9.54,51.01,26.11,"Year: 2091
Mean change: 10.6%
SD: ±26.1%",NA,SRZ,NA,NA
2092,ssp126,NA,-23.52,-13.25,-13.65,-1.44,6.33,"Year: 2092
Mean change: -13.2%
SD: ±6.3%",NA,GPZi,NA,NA
2092,ssp126,NA,-18.44,-1.55,-3.23,15.88,12.25,"Year: 2092
Mean change: -1.6%
SD: ±12.2%",NA,GPZii,NA,NA
2092,ssp126,NA,-63.53,-22.02,-23.68,4.83,18.97,"Year: 2092
Mean change: -22%
SD: ±19%",NA,GPZiii,NA,NA
2092,ssp126,NA,-32.27,-9.53,-10.14,4.36,10.09,"Year: 2092
Mean change: -9.5%
SD: ±10.1%",NA,KRZ,NA,NA
2092,ssp126,NA,-33.61,-6.86,-6.68,28.01,16.61,"Year: 2092
Mean change: -6.9%
SD: ±16.6%",NA,SOSS,NA,NA
2092,ssp126,NA,-30.82,-10.98,-13.1,24.71,15.56,"Year: 2092
Mean change: -11%
SD: ±15.6%",NA,SRZ,NA,NA
2092,ssp585,NA,-24.65,1.06,4.2,21.69,14.77,"Year: 2092
Mean change: 1.1%
SD: ±14.8%",NA,GPZi,NA,NA
2092,ssp585,NA,-27.34,-8.91,-10.41,13.67,12.79,"Year: 2092
Mean change: -8.9%
SD: ±12.8%",NA,GPZii,NA,NA
2092,ssp585,NA,-67.27,-14.15,-12,15.28,24.17,"Year: 2092
Mean change: -14.2%
SD: ±24.2%",NA,GPZiii,NA,NA
2092,ssp585,NA,-34.2,-1.52,1.2,20.77,16.25,"Year: 2092
Mean change: -1.5%
SD: ±16.2%",NA,KRZ,NA,NA
2092,ssp585,NA,-33.38,-0.56,1.99,24.28,18.14,"Year: 2092
Mean change: -0.6%
SD: ±18.1%",NA,SOSS,NA,NA
2092,ssp585,NA,-28.35,13.24,9.38,61.25,26.32,"Year: 2092
Mean change: 13.2%
SD: ±26.3%",NA,SRZ,NA,NA
2093,ssp126,NA,-23.77,-8.6,-7.73,9.86,11.19,"Year: 2093
Mean change: -8.6%
SD: ±11.2%",NA,GPZi,NA,NA
2093,ssp126,NA,-18.45,2.2,-1.3,25.15,13.24,"Year: 2093
Mean change: 2.2%
SD: ±13.2%",NA,GPZii,NA,NA
2093,ssp126,NA,-63.59,-13.87,-6.98,6.18,21.68,"Year: 2093
Mean change: -13.9%
SD: ±21.7%",NA,GPZiii,NA,NA
2093,ssp126,NA,-32.82,-6,-4.2,4.83,11.23,"Year: 2093
Mean change: -6%
SD: ±11.2%",NA,KRZ,NA,NA
2093,ssp126,NA,-33.67,-0.6,-6.5,25.91,20.16,"Year: 2093
Mean change: -0.6%
SD: ±20.2%",NA,SOSS,NA,NA
2093,ssp126,NA,-31.22,-6.97,-11.74,25.09,17.3,"Year: 2093
Mean change: -7%
SD: ±17.3%",NA,SRZ,NA,NA
2093,ssp585,NA,-24.87,3.83,1.22,40.49,19.31,"Year: 2093
Mean change: 3.8%
SD: ±19.3%",NA,GPZi,NA,NA
2093,ssp585,NA,-27.69,-9.62,-9.78,13.69,11.75,"Year: 2093
Mean change: -9.6%
SD: ±11.8%",NA,GPZii,NA,NA
2093,ssp585,NA,-67.33,-13.36,-9.41,17.75,25.9,"Year: 2093
Mean change: -13.4%
SD: ±25.9%",NA,GPZiii,NA,NA
2093,ssp585,NA,-33.98,5.19,0.65,50.96,23.26,"Year: 2093
Mean change: 5.2%
SD: ±23.3%",NA,KRZ,NA,NA
2093,ssp585,NA,-33.76,-8.3,-5.41,21.07,17.93,"Year: 2093
Mean change: -8.3%
SD: ±17.9%",NA,SOSS,NA,NA
2093,ssp585,NA,-29.11,16.94,21.36,66.1,26.59,"Year: 2093
Mean change: 16.9%
SD: ±26.6%",NA,SRZ,NA,NA
2094,ssp126,NA,-23.99,-9.87,-9.46,11.65,10.1,"Year: 2094
Mean change: -9.9%
SD: ±10.1%",NA,GPZi,NA,NA
2094,ssp126,NA,-17.86,-4.42,-3.25,7,7.12,"Year: 2094
Mean change: -4.4%
SD: ±7.1%",NA,GPZii,NA,NA
2094,ssp126,NA,-63.67,-15.23,-13.03,21.53,22.77,"Year: 2094
Mean change: -15.2%
SD: ±22.8%",NA,GPZiii,NA,NA
2094,ssp126,NA,-33.18,-6.05,-5.68,16.21,12.78,"Year: 2094
Mean change: -6%
SD: ±12.8%",NA,KRZ,NA,NA
2094,ssp126,NA,-33.65,-7.9,-9.68,26.81,19.52,"Year: 2094
Mean change: -7.9%
SD: ±19.5%",NA,SOSS,NA,NA
2094,ssp126,NA,-31.56,-2.8,-1.47,26.63,17.16,"Year: 2094
Mean change: -2.8%
SD: ±17.2%",NA,SRZ,NA,NA
2094,ssp585,NA,-25,-0.06,-0.58,21.33,14.01,"Year: 2094
Mean change: -0.1%
SD: ±14%",NA,GPZi,NA,NA
2094,ssp585,NA,-27.4,-12.1,-15.02,12.41,10.97,"Year: 2094
Mean change: -12.1%
SD: ±11%",NA,GPZii,NA,NA
2094,ssp585,NA,-67.38,-8.78,-3.96,23,26.75,"Year: 2094
Mean change: -8.8%
SD: ±26.8%",NA,GPZiii,NA,NA
2094,ssp585,NA,-33.81,-5.96,-7.57,15.76,14.49,"Year: 2094
Mean change: -6%
SD: ±14.5%",NA,KRZ,NA,NA
2094,ssp585,NA,-33.76,0.18,0.57,29.89,21.07,"Year: 2094
Mean change: 0.2%
SD: ±21.1%",NA,SOSS,NA,NA
2094,ssp585,NA,-29.81,16.47,18.11,61.99,26.02,"Year: 2094
Mean change: 16.5%
SD: ±26%",NA,SRZ,NA,NA
2095,ssp126,NA,-24.23,-9.84,-11.7,12.76,10.56,"Year: 2095
Mean change: -9.8%
SD: ±10.6%",NA,GPZi,NA,NA
2095,ssp126,NA,-17.41,-3.44,-3.77,12.38,8.66,"Year: 2095
Mean change: -3.4%
SD: ±8.7%",NA,GPZii,NA,NA
2095,ssp126,NA,-63.75,-19.28,-13.25,-2.18,18.22,"Year: 2095
Mean change: -19.3%
SD: ±18.2%",NA,GPZiii,NA,NA
2095,ssp126,NA,-33.32,-4.82,-7.62,22.62,17.38,"Year: 2095
Mean change: -4.8%
SD: ±17.4%",NA,KRZ,NA,NA
2095,ssp126,NA,-42.85,-13.3,-8.71,17.86,19.7,"Year: 2095
Mean change: -13.3%
SD: ±19.7%",NA,SOSS,NA,NA
2095,ssp126,NA,-36.13,-12.36,-15.73,14.39,18.93,"Year: 2095
Mean change: -12.4%
SD: ±18.9%",NA,SRZ,NA,NA
2095,ssp585,NA,-25.15,0.93,2.04,20.65,14.11,"Year: 2095
Mean change: 0.9%
SD: ±14.1%",NA,GPZi,NA,NA
2095,ssp585,NA,-27.3,-11.18,-14.17,8.21,11,"Year: 2095
Mean change: -11.2%
SD: ±11%",NA,GPZii,NA,NA
2095,ssp585,NA,-67.43,-19.33,-13.84,9.38,22.4,"Year: 2095
Mean change: -19.3%
SD: ±22.4%",NA,GPZiii,NA,NA
2095,ssp585,NA,-33.96,-3.46,-3.51,15.41,14.27,"Year: 2095
Mean change: -3.5%
SD: ±14.3%",NA,KRZ,NA,NA
2095,ssp585,NA,-33.3,-2.73,4.47,12.44,15.78,"Year: 2095
Mean change: -2.7%
SD: ±15.8%",NA,SOSS,NA,NA
2095,ssp585,NA,-30.48,18.23,24.18,57.47,25.13,"Year: 2095
Mean change: 18.2%
SD: ±25.1%",NA,SRZ,NA,NA
2096,ssp126,NA,-24.42,-8.35,-7.73,7.36,9.48,"Year: 2096
Mean change: -8.3%
SD: ±9.5%",NA,GPZi,NA,NA
2096,ssp126,NA,-16.6,-1.82,-4.68,19.13,11.44,"Year: 2096
Mean change: -1.8%
SD: ±11.4%",NA,GPZii,NA,NA
2096,ssp126,NA,-63.81,-10.29,-9.96,27.02,26.53,"Year: 2096
Mean change: -10.3%
SD: ±26.5%",NA,GPZiii,NA,NA
2096,ssp126,NA,-33.29,-9.16,-9.89,12.45,11.2,"Year: 2096
Mean change: -9.2%
SD: ±11.2%",NA,KRZ,NA,NA
2096,ssp126,NA,-34.41,-11.18,-11.06,22.58,17.82,"Year: 2096
Mean change: -11.2%
SD: ±17.8%",NA,SOSS,NA,NA
2096,ssp126,NA,-31.93,-1.04,-0.75,26.17,17.83,"Year: 2096
Mean change: -1%
SD: ±17.8%",NA,SRZ,NA,NA
2096,ssp585,NA,-25.19,3.79,3.58,35.55,17.92,"Year: 2096
Mean change: 3.8%
SD: ±17.9%",NA,GPZi,NA,NA
2096,ssp585,NA,-27.81,-14.39,-17.67,2.88,9.68,"Year: 2096
Mean change: -14.4%
SD: ±9.7%",NA,GPZii,NA,NA
2096,ssp585,NA,-67.51,-15.51,-12.5,8.11,22.28,"Year: 2096
Mean change: -15.5%
SD: ±22.3%",NA,GPZiii,NA,NA
