year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip,fao,mpa,so,subregion
2034,ssp585,NA,-4.95,1,-0.81,17.34,6.37,"Year: 2034
Mean change: 1%
SD: ±6.4%",NA,NA,NA,5843b
2034,ssp585,NA,-15.68,-2.18,-0.88,2.43,5.36,"Year: 2034
Mean change: -2.2%
SD: ±5.4%",NA,NA,NA,5844a
2034,ssp585,NA,-20.28,-3.4,-2.09,3.32,6.48,"Year: 2034
Mean change: -3.4%
SD: ±6.5%",NA,NA,NA,5844b
2034,ssp585,NA,-11.06,-2.86,-2.8,4.04,4.13,"Year: 2034
Mean change: -2.9%
SD: ±4.1%",NA,NA,NA,5851
2034,ssp585,NA,-11.6,-3.76,-3.2,0.54,4.03,"Year: 2034
Mean change: -3.8%
SD: ±4%",NA,NA,NA,5852
2034,ssp585,NA,-16.54,-4.84,-3.9,4.33,5.45,"Year: 2034
Mean change: -4.8%
SD: ±5.4%",NA,NA,NA,586
2034,ssp585,NA,-8.37,-2.92,-3.69,5.32,4.36,"Year: 2034
Mean change: -2.9%
SD: ±4.4%",NA,NA,NA,587
2034,ssp585,NA,-10.75,-7.39,-8.04,-3.02,2.64,"Year: 2034
Mean change: -7.4%
SD: ±2.6%",NA,NA,NA,881
2034,ssp585,NA,-13.65,-2.77,-3.48,7.66,6.45,"Year: 2034
Mean change: -2.8%
SD: ±6.4%",NA,NA,NA,882
2034,ssp585,NA,-3.07,3.81,1.03,21.89,7.5,"Year: 2034
Mean change: 3.8%
SD: ±7.5%",NA,NA,NA,883
2035,ssp126,NA,-20.64,-3.53,-0.94,6.74,9.32,"Year: 2035
Mean change: -3.5%
SD: ±9.3%",NA,NA,NA,481
2035,ssp126,NA,-30.55,-9.5,-8.25,-1.4,8.83,"Year: 2035
Mean change: -9.5%
SD: ±8.8%",NA,NA,NA,482
2035,ssp126,NA,-13.5,-3.42,-3.4,11.08,6.91,"Year: 2035
Mean change: -3.4%
SD: ±6.9%",NA,NA,NA,483
2035,ssp126,NA,-10.5,-2.23,-2.94,7.22,6.09,"Year: 2035
Mean change: -2.2%
SD: ±6.1%",NA,NA,NA,484
2035,ssp126,NA,-11.42,3,2.98,26.26,12.03,"Year: 2035
Mean change: 3%
SD: ±12%",NA,NA,NA,485
2035,ssp126,NA,-10.25,-2.1,-1.53,4.74,4.4,"Year: 2035
Mean change: -2.1%
SD: ±4.4%",NA,NA,NA,486
2035,ssp126,NA,-11,-2,-3.61,9.4,6.92,"Year: 2035
Mean change: -2%
SD: ±6.9%",NA,NA,NA,5841
2035,ssp126,NA,-6.13,4.47,4.31,12.3,5.38,"Year: 2035
Mean change: 4.5%
SD: ±5.4%",NA,NA,NA,5842
2035,ssp126,NA,-9.54,-2.9,-4.2,4.95,5.08,"Year: 2035
Mean change: -2.9%
SD: ±5.1%",NA,NA,NA,5843a
2035,ssp126,NA,-4.92,1.77,-0.42,17.29,7.54,"Year: 2035
Mean change: 1.8%
SD: ±7.5%",NA,NA,NA,5843b
2035,ssp126,NA,-8.68,-4.25,-5.56,5.62,4.16,"Year: 2035
Mean change: -4.2%
SD: ±4.2%",NA,NA,NA,5844a
2035,ssp126,NA,-12.72,-4.36,-4.87,4.29,4.45,"Year: 2035
Mean change: -4.4%
SD: ±4.4%",NA,NA,NA,5844b
2035,ssp126,NA,-11.12,-3.07,-2.64,2.15,4.19,"Year: 2035
Mean change: -3.1%
SD: ±4.2%",NA,NA,NA,5851
2035,ssp126,NA,-10.33,-4.04,-4.95,7.05,5.11,"Year: 2035
Mean change: -4%
SD: ±5.1%",NA,NA,NA,5852
2035,ssp126,NA,-13.88,-2.92,-3.01,7.05,5.27,"Year: 2035
Mean change: -2.9%
SD: ±5.3%",NA,NA,NA,586
2035,ssp126,NA,-7.46,-2.9,-3.01,6.81,4.25,"Year: 2035
Mean change: -2.9%
SD: ±4.2%",NA,NA,NA,587
2035,ssp126,NA,-13.07,-5.49,-4.79,3.36,5.92,"Year: 2035
Mean change: -5.5%
SD: ±5.9%",NA,NA,NA,881
2035,ssp126,NA,-11.17,-2.95,-2.88,5.56,4.53,"Year: 2035
Mean change: -3%
SD: ±4.5%",NA,NA,NA,882
2035,ssp126,NA,-8.03,0.89,-1.08,14.75,6.59,"Year: 2035
Mean change: 0.9%
SD: ±6.6%",NA,NA,NA,883
2035,ssp585,NA,-10.5,-0.92,-1.81,8.94,7.29,"Year: 2035
Mean change: -0.9%
SD: ±7.3%",NA,NA,NA,481
2035,ssp585,NA,-11.46,-4.09,-5.65,13.58,6.92,"Year: 2035
Mean change: -4.1%
SD: ±6.9%",NA,NA,NA,482
2035,ssp585,NA,-5.52,-1.97,-2.94,4.54,3.42,"Year: 2035
Mean change: -2%
SD: ±3.4%",NA,NA,NA,483
2035,ssp585,NA,-8.84,-2.63,-2.06,3.29,3.41,"Year: 2035
Mean change: -2.6%
SD: ±3.4%",NA,NA,NA,484
2035,ssp585,NA,-4.8,7.62,4.89,32.09,11.85,"Year: 2035
Mean change: 7.6%
SD: ±11.8%",NA,NA,NA,485
2035,ssp585,NA,-2.91,-0.79,-0.88,2.01,1.45,"Year: 2035
Mean change: -0.8%
SD: ±1.4%",NA,NA,NA,486
2035,ssp585,NA,-5.06,-0.53,-1.78,6.38,3.89,"Year: 2035
Mean change: -0.5%
SD: ±3.9%",NA,NA,NA,5841
2035,ssp585,NA,-8.24,0.85,1.38,8.58,5.13,"Year: 2035
Mean change: 0.8%
SD: ±5.1%",NA,NA,NA,5842
2035,ssp585,NA,-10.22,-3.51,-3.35,2.23,3.7,"Year: 2035
Mean change: -3.5%
SD: ±3.7%",NA,NA,NA,5843a
2035,ssp585,NA,-5.89,0.76,-0.78,15.95,5.8,"Year: 2035
Mean change: 0.8%
SD: ±5.8%",NA,NA,NA,5843b
2035,ssp585,NA,-14.14,-0.2,1.08,4.4,5.24,"Year: 2035
Mean change: -0.2%
SD: ±5.2%",NA,NA,NA,5844a
2035,ssp585,NA,-19.72,-2.28,-0.58,2.92,6.42,"Year: 2035
Mean change: -2.3%
SD: ±6.4%",NA,NA,NA,5844b
2035,ssp585,NA,-11.04,-3.81,-2.75,1.54,4.65,"Year: 2035
Mean change: -3.8%
SD: ±4.7%",NA,NA,NA,5851
2035,ssp585,NA,-12.03,-2.9,-3.05,4.28,5.67,"Year: 2035
Mean change: -2.9%
SD: ±5.7%",NA,NA,NA,5852
2035,ssp585,NA,-15.93,-4.53,-3.22,0.82,5.73,"Year: 2035
Mean change: -4.5%
SD: ±5.7%",NA,NA,NA,586
2035,ssp585,NA,-12.78,-3.24,-2.8,2.76,4.49,"Year: 2035
Mean change: -3.2%
SD: ±4.5%",NA,NA,NA,587
2035,ssp585,NA,-15.13,-4.18,-5.24,10.28,7.29,"Year: 2035
Mean change: -4.2%
SD: ±7.3%",NA,NA,NA,881
2035,ssp585,NA,-7.35,-2.48,-3.9,6.41,4.47,"Year: 2035
Mean change: -2.5%
SD: ±4.5%",NA,NA,NA,882
2035,ssp585,NA,-2.37,3.44,1.07,21.9,7.15,"Year: 2035
Mean change: 3.4%
SD: ±7.2%",NA,NA,NA,883
2036,ssp126,NA,-13.3,2.77,2.89,15.71,8.36,"Year: 2036
Mean change: 2.8%
SD: ±8.4%",NA,NA,NA,481
2036,ssp126,NA,-11.79,2.59,-2.27,33.43,14.79,"Year: 2036
Mean change: 2.6%
SD: ±14.8%",NA,NA,NA,482
2036,ssp126,NA,-6.96,-0.79,-2.88,10.38,6.16,"Year: 2036
Mean change: -0.8%
SD: ±6.2%",NA,NA,NA,483
2036,ssp126,NA,-8.51,3.29,1.77,20.23,8.98,"Year: 2036
Mean change: 3.3%
SD: ±9%",NA,NA,NA,484
2036,ssp126,NA,-9.2,5.2,3.78,26.34,10.96,"Year: 2036
Mean change: 5.2%
SD: ±11%",NA,NA,NA,485
2036,ssp126,NA,-4.79,-0.08,0.04,3.99,3.13,"Year: 2036
Mean change: -0.1%
SD: ±3.1%",NA,NA,NA,486
2036,ssp126,NA,-5.57,0.49,-0.58,9.95,5,"Year: 2036
Mean change: 0.5%
SD: ±5%",NA,NA,NA,5841
2036,ssp126,NA,-8.71,2.78,3.84,11.02,6.53,"Year: 2036
Mean change: 2.8%
SD: ±6.5%",NA,NA,NA,5842
2036,ssp126,NA,-10.97,-2.19,-2.95,6.99,5.14,"Year: 2036
Mean change: -2.2%
SD: ±5.1%",NA,NA,NA,5843a
2036,ssp126,NA,-9.29,5.61,3.45,18.96,9.97,"Year: 2036
Mean change: 5.6%
SD: ±10%",NA,NA,NA,5843b
2036,ssp126,NA,-7.77,-4.54,-3.89,-1.99,2.3,"Year: 2036
Mean change: -4.5%
SD: ±2.3%",NA,NA,NA,5844a
2036,ssp126,NA,-10.59,-3.02,-3.43,6.8,5.45,"Year: 2036
Mean change: -3%
SD: ±5.4%",NA,NA,NA,5844b
2036,ssp126,NA,-9.31,-4.87,-4.34,-0.98,2.92,"Year: 2036
Mean change: -4.9%
SD: ±2.9%",NA,NA,NA,5851
2036,ssp126,NA,-9.27,-3.81,-4.17,1.78,3.35,"Year: 2036
Mean change: -3.8%
SD: ±3.4%",NA,NA,NA,5852
2036,ssp126,NA,-14.61,-7.32,-6.13,1.4,4.83,"Year: 2036
Mean change: -7.3%
SD: ±4.8%",NA,NA,NA,586
2036,ssp126,NA,-10.77,-4.75,-5.02,1.82,4.14,"Year: 2036
Mean change: -4.8%
SD: ±4.1%",NA,NA,NA,587
2036,ssp126,NA,-14.58,-3.55,-6.2,12.6,7.95,"Year: 2036
Mean change: -3.5%
SD: ±8%",NA,NA,NA,881
2036,ssp126,NA,-16.94,-4.05,-3.46,7.99,6.39,"Year: 2036
Mean change: -4%
SD: ±6.4%",NA,NA,NA,882
2036,ssp126,NA,-1.92,3.91,2.59,14.29,5.65,"Year: 2036
Mean change: 3.9%
SD: ±5.7%",NA,NA,NA,883
2036,ssp585,NA,-10.7,0.73,0.03,11,7.64,"Year: 2036
Mean change: 0.7%
SD: ±7.6%",NA,NA,NA,481
2036,ssp585,NA,-11.34,-2.35,-3.19,8.33,6.22,"Year: 2036
Mean change: -2.4%
SD: ±6.2%",NA,NA,NA,482
2036,ssp585,NA,-5.46,-0.51,-1.22,7.3,3.98,"Year: 2036
Mean change: -0.5%
SD: ±4%",NA,NA,NA,483
2036,ssp585,NA,-6.63,-2.46,-2.61,2.13,2.75,"Year: 2036
Mean change: -2.5%
SD: ±2.8%",NA,NA,NA,484
2036,ssp585,NA,-19.36,-1.7,-0.1,13.83,11.12,"Year: 2036
Mean change: -1.7%
SD: ±11.1%",NA,NA,NA,485
2036,ssp585,NA,-1.68,1.02,1.39,4.94,2.06,"Year: 2036
Mean change: 1%
SD: ±2.1%",NA,NA,NA,486
2036,ssp585,NA,-3.64,0.69,1.05,6.61,3.45,"Year: 2036
Mean change: 0.7%
SD: ±3.5%",NA,NA,NA,5841
2036,ssp585,NA,-6.42,3.07,3.14,16.05,6.2,"Year: 2036
Mean change: 3.1%
SD: ±6.2%",NA,NA,NA,5842
2036,ssp585,NA,-5.93,-1.65,-1.9,2.64,2.66,"Year: 2036
Mean change: -1.6%
SD: ±2.7%",NA,NA,NA,5843a
2036,ssp585,NA,-2.19,4.48,2.79,13.95,6.35,"Year: 2036
Mean change: 4.5%
SD: ±6.3%",NA,NA,NA,5843b
2036,ssp585,NA,-11.85,-0.6,0.65,4.86,4.53,"Year: 2036
Mean change: -0.6%
SD: ±4.5%",NA,NA,NA,5844a
2036,ssp585,NA,-18.24,-1.69,-0.36,3.06,6.1,"Year: 2036
Mean change: -1.7%
SD: ±6.1%",NA,NA,NA,5844b
2036,ssp585,NA,-15.61,-4.96,-4.81,2.63,5.09,"Year: 2036
Mean change: -5%
SD: ±5.1%",NA,NA,NA,5851
2036,ssp585,NA,-12.11,-3.46,-3.28,3.9,4.39,"Year: 2036
Mean change: -3.5%
SD: ±4.4%",NA,NA,NA,5852
2036,ssp585,NA,-16.59,-5.57,-4.43,5.3,7.03,"Year: 2036
Mean change: -5.6%
SD: ±7%",NA,NA,NA,586
2036,ssp585,NA,-14.7,-4.85,-4.14,3.8,6.3,"Year: 2036
Mean change: -4.8%
SD: ±6.3%",NA,NA,NA,587
2036,ssp585,NA,-13.63,-4.56,-3.56,4.45,5.24,"Year: 2036
Mean change: -4.6%
SD: ±5.2%",NA,NA,NA,881
2036,ssp585,NA,-9.4,-3.62,-4.51,5.02,4.46,"Year: 2036
Mean change: -3.6%
SD: ±4.5%",NA,NA,NA,882
2036,ssp585,NA,-5.46,1.92,-0.05,21.35,7.7,"Year: 2036
Mean change: 1.9%
SD: ±7.7%",NA,NA,NA,883
2037,ssp126,NA,-13.32,2.75,2.6,12.71,7.53,"Year: 2037
Mean change: 2.8%
SD: ±7.5%",NA,NA,NA,481
2037,ssp126,NA,-12.57,-5.3,-3.77,0.29,4.43,"Year: 2037
Mean change: -5.3%
SD: ±4.4%",NA,NA,NA,482
2037,ssp126,NA,-5.99,-0.22,-0.19,9.61,4.89,"Year: 2037
Mean change: -0.2%
SD: ±4.9%",NA,NA,NA,483
2037,ssp126,NA,-10.06,-3.03,-3.29,2.86,3.73,"Year: 2037
Mean change: -3%
SD: ±3.7%",NA,NA,NA,484
2037,ssp126,NA,-3.28,3.26,0.22,23.88,7.77,"Year: 2037
Mean change: 3.3%
SD: ±7.8%",NA,NA,NA,485
2037,ssp126,NA,-3.51,-0.89,-1.58,3.19,2.45,"Year: 2037
Mean change: -0.9%
SD: ±2.5%",NA,NA,NA,486
2037,ssp126,NA,-4.94,1.08,0.05,10.61,5.04,"Year: 2037
Mean change: 1.1%
SD: ±5%",NA,NA,NA,5841
2037,ssp126,NA,-9.52,0.78,2.52,11.45,7.23,"Year: 2037
Mean change: 0.8%
SD: ±7.2%",NA,NA,NA,5842
2037,ssp126,NA,-5.53,-2.76,-3.35,3.35,2.52,"Year: 2037
Mean change: -2.8%
SD: ±2.5%",NA,NA,NA,5843a
2037,ssp126,NA,-4.1,3.21,1.16,17.66,6.51,"Year: 2037
Mean change: 3.2%
SD: ±6.5%",NA,NA,NA,5843b
2037,ssp126,NA,-7.19,-3.18,-2.77,0.18,2.41,"Year: 2037
Mean change: -3.2%
SD: ±2.4%",NA,NA,NA,5844a
2037,ssp126,NA,-8.65,-2.78,-2.34,1.34,3.23,"Year: 2037
Mean change: -2.8%
SD: ±3.2%",NA,NA,NA,5844b
2037,ssp126,NA,-8.22,-4.21,-4.88,0.09,2.77,"Year: 2037
Mean change: -4.2%
SD: ±2.8%",NA,NA,NA,5851
2037,ssp126,NA,-8.14,-4.07,-4.18,1.77,3.21,"Year: 2037
Mean change: -4.1%
SD: ±3.2%",NA,NA,NA,5852
2037,ssp126,NA,-11.75,-4.02,-3.71,1.87,3.82,"Year: 2037
Mean change: -4%
SD: ±3.8%",NA,NA,NA,586
2037,ssp126,NA,-7.06,-2.15,-1.62,2.66,3.45,"Year: 2037
Mean change: -2.1%
SD: ±3.5%",NA,NA,NA,587
2037,ssp126,NA,-15.41,-5.31,-6.18,2.55,5.4,"Year: 2037
Mean change: -5.3%
SD: ±5.4%",NA,NA,NA,881
2037,ssp126,NA,-9.68,-3.12,-4.29,5.69,4.28,"Year: 2037
Mean change: -3.1%
SD: ±4.3%",NA,NA,NA,882
2037,ssp126,NA,-2.53,4.57,3.63,14.11,5.69,"Year: 2037
Mean change: 4.6%
SD: ±5.7%",NA,NA,NA,883
2037,ssp585,NA,-10.76,1.7,2.01,10.18,6.38,"Year: 2037
Mean change: 1.7%
SD: ±6.4%",NA,NA,NA,481
2037,ssp585,NA,-13.54,-5.47,-5.92,4.41,4.92,"Year: 2037
Mean change: -5.5%
SD: ±4.9%",NA,NA,NA,482
2037,ssp585,NA,-6.22,-0.35,0.54,3.78,3.29,"Year: 2037
Mean change: -0.3%
SD: ±3.3%",NA,NA,NA,483
2037,ssp585,NA,-13.68,-4.2,-2.51,3.65,5.56,"Year: 2037
Mean change: -4.2%
SD: ±5.6%",NA,NA,NA,484
2037,ssp585,NA,-8.55,-1.1,-1.84,8.84,6.33,"Year: 2037
Mean change: -1.1%
SD: ±6.3%",NA,NA,NA,485
2037,ssp585,NA,-1.56,1.45,1.1,7.03,2.63,"Year: 2037
Mean change: 1.4%
SD: ±2.6%",NA,NA,NA,486
2037,ssp585,NA,-4.36,-0.3,-0.63,6.51,3.53,"Year: 2037
Mean change: -0.3%
SD: ±3.5%",NA,NA,NA,5841
2037,ssp585,NA,-3.54,9.02,8.69,18.15,6.11,"Year: 2037
Mean change: 9%
SD: ±6.1%",NA,NA,NA,5842
2037,ssp585,NA,-6.46,-0.71,-0.97,3.44,3.42,"Year: 2037
Mean change: -0.7%
SD: ±3.4%",NA,NA,NA,5843a
2037,ssp585,NA,-3.69,2.57,1.24,11.69,5.14,"Year: 2037
Mean change: 2.6%
SD: ±5.1%",NA,NA,NA,5843b
2037,ssp585,NA,-10.56,-2.68,-0.97,2.52,4.61,"Year: 2037
Mean change: -2.7%
SD: ±4.6%",NA,NA,NA,5844a
2037,ssp585,NA,-16.56,-1.35,0.58,3.48,5.89,"Year: 2037
Mean change: -1.4%
SD: ±5.9%",NA,NA,NA,5844b
2037,ssp585,NA,-9.41,-3.88,-3.01,3.13,3.84,"Year: 2037
Mean change: -3.9%
SD: ±3.8%",NA,NA,NA,5851
2037,ssp585,NA,-11.81,-3.04,-3.16,2.78,4.18,"Year: 2037
Mean change: -3%
SD: ±4.2%",NA,NA,NA,5852
2037,ssp585,NA,-13.45,-5.28,-4.77,2.92,5.48,"Year: 2037
Mean change: -5.3%
SD: ±5.5%",NA,NA,NA,586
2037,ssp585,NA,-14.46,-5.33,-4.71,0.75,4.27,"Year: 2037
Mean change: -5.3%
SD: ±4.3%",NA,NA,NA,587
2037,ssp585,NA,-11.11,-2.35,-2.82,7.41,6.7,"Year: 2037
Mean change: -2.4%
SD: ±6.7%",NA,NA,NA,881
2037,ssp585,NA,-4.69,-1.26,-1.52,3.53,2.39,"Year: 2037
Mean change: -1.3%
SD: ±2.4%",NA,NA,NA,882
2037,ssp585,NA,-5.15,1.11,-1.1,20.06,7.2,"Year: 2037
Mean change: 1.1%
SD: ±7.2%",NA,NA,NA,883
2038,ssp126,NA,-16.49,-0.39,0.28,18.82,11.03,"Year: 2038
Mean change: -0.4%
SD: ±11%",NA,NA,NA,481
2038,ssp126,NA,-11.82,-4.64,-4.6,2.47,4.38,"Year: 2038
Mean change: -4.6%
SD: ±4.4%",NA,NA,NA,482
2038,ssp126,NA,-6.05,0.64,0.01,16.19,6.51,"Year: 2038
Mean change: 0.6%
SD: ±6.5%",NA,NA,NA,483
2038,ssp126,NA,-8.83,-1.65,-0.92,2.28,3.8,"Year: 2038
Mean change: -1.6%
SD: ±3.8%",NA,NA,NA,484
2038,ssp126,NA,-7.52,8.12,7.57,21.8,9.19,"Year: 2038
Mean change: 8.1%
SD: ±9.2%",NA,NA,NA,485
2038,ssp126,NA,-7.82,-1.31,-1.55,4.26,3.41,"Year: 2038
Mean change: -1.3%
SD: ±3.4%",NA,NA,NA,486
2038,ssp126,NA,-5.59,-0.33,-1.77,10.94,5.41,"Year: 2038
Mean change: -0.3%
SD: ±5.4%",NA,NA,NA,5841
2038,ssp126,NA,-8.21,4.4,4.65,11.75,6.03,"Year: 2038
Mean change: 4.4%
SD: ±6%",NA,NA,NA,5842
2038,ssp126,NA,-5.03,-0.27,-0.4,3.3,2.24,"Year: 2038
Mean change: -0.3%
SD: ±2.2%",NA,NA,NA,5843a
2038,ssp126,NA,-4.58,4.5,1.08,17.91,7.15,"Year: 2038
Mean change: 4.5%
SD: ±7.2%",NA,NA,NA,5843b
2038,ssp126,NA,-8.2,-3.94,-3.51,-0.67,2.44,"Year: 2038
Mean change: -3.9%
SD: ±2.4%",NA,NA,NA,5844a
2038,ssp126,NA,-7.18,-2.57,-2.49,3.32,2.86,"Year: 2038
Mean change: -2.6%
SD: ±2.9%",NA,NA,NA,5844b
2038,ssp126,NA,-17.63,-5.03,-3.96,3.61,5.88,"Year: 2038
Mean change: -5%
SD: ±5.9%",NA,NA,NA,5851
2038,ssp126,NA,-7.38,-3.14,-2.59,0.54,2.96,"Year: 2038
Mean change: -3.1%
SD: ±3%",NA,NA,NA,5852
2038,ssp126,NA,-17.4,-4.83,-4.65,2.95,6,"Year: 2038
Mean change: -4.8%
SD: ±6%",NA,NA,NA,586
2038,ssp126,NA,-14.18,-3.21,-2.45,2.81,4.77,"Year: 2038
Mean change: -3.2%
SD: ±4.8%",NA,NA,NA,587
2038,ssp126,NA,-16.02,-4.54,-4.26,3.26,5.65,"Year: 2038
Mean change: -4.5%
SD: ±5.7%",NA,NA,NA,881
2038,ssp126,NA,-9.68,-3.83,-4.52,3.51,3.65,"Year: 2038
Mean change: -3.8%
SD: ±3.6%",NA,NA,NA,882
2038,ssp126,NA,-4.38,1.98,0.27,13.98,5.68,"Year: 2038
Mean change: 2%
SD: ±5.7%",NA,NA,NA,883
2038,ssp585,NA,-17.92,-1.3,-1.25,15.31,10.02,"Year: 2038
Mean change: -1.3%
SD: ±10%",NA,NA,NA,481
2038,ssp585,NA,-11.19,-4.54,-4.68,-0.13,3.42,"Year: 2038
Mean change: -4.5%
SD: ±3.4%",NA,NA,NA,482
2038,ssp585,NA,-7.01,0.88,-0.18,13.8,5.68,"Year: 2038
Mean change: 0.9%
SD: ±5.7%",NA,NA,NA,483
2038,ssp585,NA,-5.93,-1.24,-2.35,11.61,5.09,"Year: 2038
Mean change: -1.2%
SD: ±5.1%",NA,NA,NA,484
2038,ssp585,NA,-3.99,4.12,2.84,25.15,8.8,"Year: 2038
Mean change: 4.1%
SD: ±8.8%",NA,NA,NA,485
2038,ssp585,NA,-2.25,0.45,-0.02,6.45,2.51,"Year: 2038
Mean change: 0.4%
SD: ±2.5%",NA,NA,NA,486
2038,ssp585,NA,-7.83,-1.25,-2.53,9.81,5.19,"Year: 2038
Mean change: -1.2%
SD: ±5.2%",NA,NA,NA,5841
2038,ssp585,NA,-2.44,5.97,6.94,18.62,6.66,"Year: 2038
Mean change: 6%
SD: ±6.7%",NA,NA,NA,5842
2038,ssp585,NA,-6.77,-2.17,-2.77,2.64,2.99,"Year: 2038
Mean change: -2.2%
SD: ±3%",NA,NA,NA,5843a
2038,ssp585,NA,-4.7,3.2,0.39,14.15,6.11,"Year: 2038
Mean change: 3.2%
SD: ±6.1%",NA,NA,NA,5843b
2038,ssp585,NA,-10.93,-3.27,-1.99,4.22,4.26,"Year: 2038
Mean change: -3.3%
SD: ±4.3%",NA,NA,NA,5844a
2038,ssp585,NA,-15.65,-2.88,-2.71,3.7,5.84,"Year: 2038
Mean change: -2.9%
SD: ±5.8%",NA,NA,NA,5844b
2038,ssp585,NA,-10.24,-5.44,-5.54,-1.26,3.37,"Year: 2038
Mean change: -5.4%
SD: ±3.4%",NA,NA,NA,5851
2038,ssp585,NA,-11.29,-3.85,-4.06,4.24,4.08,"Year: 2038
Mean change: -3.9%
SD: ±4.1%",NA,NA,NA,5852
2038,ssp585,NA,-13.92,-6.53,-4.94,2.46,5.15,"Year: 2038
Mean change: -6.5%
SD: ±5.2%",NA,NA,NA,586
2038,ssp585,NA,-16.08,-4.68,-4.72,2.44,5.51,"Year: 2038
Mean change: -4.7%
SD: ±5.5%",NA,NA,NA,587
2038,ssp585,NA,-12.31,-4.36,-5.01,9.62,6.18,"Year: 2038
Mean change: -4.4%
SD: ±6.2%",NA,NA,NA,881
2038,ssp585,NA,-7.25,-3,-3.25,1.91,2.96,"Year: 2038
Mean change: -3%
SD: ±3%",NA,NA,NA,882
2038,ssp585,NA,-8.09,1.81,-1,18.22,7.9,"Year: 2038
Mean change: 1.8%
SD: ±7.9%",NA,NA,NA,883
2039,ssp126,NA,-13,3.56,1.25,24.05,10.64,"Year: 2039
Mean change: 3.6%
SD: ±10.6%",NA,NA,NA,481
2039,ssp126,NA,-12.33,0.7,-0.39,15.35,8.12,"Year: 2039
Mean change: 0.7%
SD: ±8.1%",NA,NA,NA,482
2039,ssp126,NA,-4.75,0.95,0.04,7.23,4.7,"Year: 2039
Mean change: 0.9%
SD: ±4.7%",NA,NA,NA,483
2039,ssp126,NA,-3.36,1.25,0.64,7.36,3.78,"Year: 2039
Mean change: 1.2%
SD: ±3.8%",NA,NA,NA,484
2039,ssp126,NA,1.29,11.01,6.7,31.16,10,"Year: 2039
Mean change: 11%
SD: ±10%",NA,NA,NA,485
2039,ssp126,NA,-3.33,0.32,-0.03,7.69,3.17,"Year: 2039
Mean change: 0.3%
SD: ±3.2%",NA,NA,NA,486
2039,ssp126,NA,-11.53,-1.58,-1.54,13.14,7.3,"Year: 2039
Mean change: -1.6%
SD: ±7.3%",NA,NA,NA,5841
2039,ssp126,NA,-8.55,2.28,1.75,13.88,7.06,"Year: 2039
Mean change: 2.3%
SD: ±7.1%",NA,NA,NA,5842
2039,ssp126,NA,-4.94,-0.08,-0.44,4.28,2.89,"Year: 2039
Mean change: -0.1%
SD: ±2.9%",NA,NA,NA,5843a
2039,ssp126,NA,0.32,5.37,2.4,17.78,6.3,"Year: 2039
Mean change: 5.4%
SD: ±6.3%",NA,NA,NA,5843b
2039,ssp126,NA,-7.99,-2.85,-2.17,1.21,3.7,"Year: 2039
Mean change: -2.9%
SD: ±3.7%",NA,NA,NA,5844a
2039,ssp126,NA,-6.71,-1.86,-1.53,4.89,3.6,"Year: 2039
Mean change: -1.9%
SD: ±3.6%",NA,NA,NA,5844b
2039,ssp126,NA,-12.9,-5.67,-5.88,0.38,4.33,"Year: 2039
Mean change: -5.7%
SD: ±4.3%",NA,NA,NA,5851
2039,ssp126,NA,-7.31,-4.64,-4.73,-0.07,2.24,"Year: 2039
Mean change: -4.6%
SD: ±2.2%",NA,NA,NA,5852
2039,ssp126,NA,-11.33,-4.65,-4.54,1.42,4.21,"Year: 2039
Mean change: -4.7%
SD: ±4.2%",NA,NA,NA,586
2039,ssp126,NA,-9.77,-3.21,-4.25,4.51,4.5,"Year: 2039
Mean change: -3.2%
SD: ±4.5%",NA,NA,NA,587
2039,ssp126,NA,-17.11,-6.14,-8.41,4.67,6.67,"Year: 2039
Mean change: -6.1%
SD: ±6.7%",NA,NA,NA,881
2039,ssp126,NA,-10.32,-3.45,-3.99,2.74,3.95,"Year: 2039
Mean change: -3.5%
SD: ±4%",NA,NA,NA,882
2039,ssp126,NA,-15.63,-1.71,-0.58,13.38,8.89,"Year: 2039
Mean change: -1.7%
SD: ±8.9%",NA,NA,NA,883
2039,ssp585,NA,-18.57,-1.74,-0.5,11.51,9.64,"Year: 2039
Mean change: -1.7%
SD: ±9.6%",NA,NA,NA,481
2039,ssp585,NA,-12.59,-2.53,-2.06,4.4,5.46,"Year: 2039
Mean change: -2.5%
SD: ±5.5%",NA,NA,NA,482
2039,ssp585,NA,-7.31,0.12,-1.5,11.8,5.91,"Year: 2039
Mean change: 0.1%
SD: ±5.9%",NA,NA,NA,483
2039,ssp585,NA,-7.41,-2.45,-1.98,1.94,3.21,"Year: 2039
Mean change: -2.5%
SD: ±3.2%",NA,NA,NA,484
2039,ssp585,NA,-3.87,4.93,3.99,12.95,5.89,"Year: 2039
Mean change: 4.9%
SD: ±5.9%",NA,NA,NA,485
2039,ssp585,NA,-5.38,-0.14,-0.47,3.79,2.82,"Year: 2039
Mean change: -0.1%
SD: ±2.8%",NA,NA,NA,486
2039,ssp585,NA,-12.48,-2.54,-2.63,9.65,6.03,"Year: 2039
Mean change: -2.5%
SD: ±6%",NA,NA,NA,5841
2039,ssp585,NA,-2.33,6.36,5.95,21.36,7,"Year: 2039
Mean change: 6.4%
SD: ±7%",NA,NA,NA,5842
