year,scenario,eez,min_change,mean_change,median_change,max_change,sd_change,tooltip
2081,ssp126,Prince Edward Islands,-18.59,-6.73,-6.5,6.48,7.47,"Year: 2081
Mean change: -6.7%
SD: ±7.5%"
2081,ssp585,Crozet Islands,-29.19,-9.39,-9.17,6.82,11.55,"Year: 2081
Mean change: -9.4%
SD: ±11.6%"
2081,ssp585,Heard Island and McDonald Islands,-18.73,-9.06,-9.66,2.76,6.81,"Year: 2081
Mean change: -9.1%
SD: ±6.8%"
2081,ssp585,Kerguelen Islands,-27.01,-10.87,-10.78,6.06,11.14,"Year: 2081
Mean change: -10.9%
SD: ±11.1%"
2081,ssp585,Prince Edward Islands,-31.54,-8.35,-8.77,7.36,12.98,"Year: 2081
Mean change: -8.3%
SD: ±13%"
2082,ssp126,Crozet Islands,-18.64,-6.79,-5.48,5.31,7.75,"Year: 2082
Mean change: -6.8%
SD: ±7.8%"
2082,ssp126,Heard Island and McDonald Islands,-13.68,-5.9,-6.33,3.73,4.91,"Year: 2082
Mean change: -5.9%
SD: ±4.9%"
2082,ssp126,Kerguelen Islands,-20.5,-7.35,-6.64,1.88,6.35,"Year: 2082
Mean change: -7.3%
SD: ±6.3%"
2082,ssp126,Prince Edward Islands,-21.65,-7.87,-7.94,3.01,7.37,"Year: 2082
Mean change: -7.9%
SD: ±7.4%"
2082,ssp585,Crozet Islands,-31.65,-10.68,-9.41,5.33,12.93,"Year: 2082
Mean change: -10.7%
SD: ±12.9%"
2082,ssp585,Heard Island and McDonald Islands,-23.35,-10.37,-11.82,4.96,8.37,"Year: 2082
Mean change: -10.4%
SD: ±8.4%"
2082,ssp585,Kerguelen Islands,-33.99,-13.12,-13.18,3.78,12,"Year: 2082
Mean change: -13.1%
SD: ±12%"
2082,ssp585,Prince Edward Islands,-31.97,-10.45,-8.84,7.88,12.79,"Year: 2082
Mean change: -10.4%
SD: ±12.8%"
2083,ssp126,Crozet Islands,-20.95,-6.95,-5.57,1.93,6.55,"Year: 2083
Mean change: -7%
SD: ±6.6%"
2083,ssp126,Heard Island and McDonald Islands,-14.72,-7.28,-7.98,1.95,4.78,"Year: 2083
Mean change: -7.3%
SD: ±4.8%"
2083,ssp126,Kerguelen Islands,-15.08,-8.25,-8.17,-1.02,4.65,"Year: 2083
Mean change: -8.2%
SD: ±4.7%"
2083,ssp126,Prince Edward Islands,-24.41,-8.12,-6.94,-1.32,6.61,"Year: 2083
Mean change: -8.1%
SD: ±6.6%"
2083,ssp585,Crozet Islands,-30.36,-11.3,-10.79,2.78,11.64,"Year: 2083
Mean change: -11.3%
SD: ±11.6%"
2083,ssp585,Heard Island and McDonald Islands,-22.76,-11.91,-13.91,2.07,7.39,"Year: 2083
Mean change: -11.9%
SD: ±7.4%"
2083,ssp585,Kerguelen Islands,-31.76,-12.61,-13.57,5.41,11.52,"Year: 2083
Mean change: -12.6%
SD: ±11.5%"
2083,ssp585,Prince Edward Islands,-30.77,-11.13,-11.27,3.73,11.74,"Year: 2083
Mean change: -11.1%
SD: ±11.7%"
2084,ssp126,Crozet Islands,-14.63,-4.01,-4.22,3.73,5.35,"Year: 2084
Mean change: -4%
SD: ±5.3%"
2084,ssp126,Heard Island and McDonald Islands,-17.03,-7.16,-7.83,2.91,5.9,"Year: 2084
Mean change: -7.2%
SD: ±5.9%"
2084,ssp126,Kerguelen Islands,-12.57,-6.47,-7.36,2.48,4.52,"Year: 2084
Mean change: -6.5%
SD: ±4.5%"
2084,ssp126,Prince Edward Islands,-13.99,-4.89,-4.34,6.01,5.61,"Year: 2084
Mean change: -4.9%
SD: ±5.6%"
2084,ssp585,Crozet Islands,-36.29,-14.57,-12.53,4.8,13.3,"Year: 2084
Mean change: -14.6%
SD: ±13.3%"
2084,ssp585,Heard Island and McDonald Islands,-23.55,-10.65,-12.94,5.33,8.77,"Year: 2084
Mean change: -10.7%
SD: ±8.8%"
2084,ssp585,Kerguelen Islands,-30.42,-13.31,-13.72,4.11,11.13,"Year: 2084
Mean change: -13.3%
SD: ±11.1%"
2084,ssp585,Prince Edward Islands,-40.58,-15.47,-14.76,2.93,14.79,"Year: 2084
Mean change: -15.5%
SD: ±14.8%"
2085,ssp126,Crozet Islands,-17.21,-4.8,-3.92,4.5,6.07,"Year: 2085
Mean change: -4.8%
SD: ±6.1%"
2085,ssp126,Heard Island and McDonald Islands,-13.84,-6.61,-7.72,-0.88,4.07,"Year: 2085
Mean change: -6.6%
SD: ±4.1%"
2085,ssp126,Kerguelen Islands,-17.63,-6.43,-6.53,-0.03,5.34,"Year: 2085
Mean change: -6.4%
SD: ±5.3%"
2085,ssp126,Prince Edward Islands,-12.78,-4.55,-4.79,6.36,5.34,"Year: 2085
Mean change: -4.6%
SD: ±5.3%"
2085,ssp585,Crozet Islands,-39.44,-15.41,-13.95,2.3,13.93,"Year: 2085
Mean change: -15.4%
SD: ±13.9%"
2085,ssp585,Heard Island and McDonald Islands,-26.86,-12.25,-13.34,0.63,7.7,"Year: 2085
Mean change: -12.2%
SD: ±7.7%"
2085,ssp585,Kerguelen Islands,-40.03,-14.93,-14.71,4.2,12.32,"Year: 2085
Mean change: -14.9%
SD: ±12.3%"
2085,ssp585,Prince Edward Islands,-40.59,-15.61,-15.1,5.88,14.34,"Year: 2085
Mean change: -15.6%
SD: ±14.3%"
2086,ssp126,Crozet Islands,-22.9,-5.33,-3.29,3.72,8.22,"Year: 2086
Mean change: -5.3%
SD: ±8.2%"
2086,ssp126,Heard Island and McDonald Islands,-14.74,-5.6,-5.36,1.33,4.4,"Year: 2086
Mean change: -5.6%
SD: ±4.4%"
2086,ssp126,Kerguelen Islands,-16.33,-6.7,-7.29,3.73,6.39,"Year: 2086
Mean change: -6.7%
SD: ±6.4%"
2086,ssp126,Prince Edward Islands,-25.16,-5.72,-6.23,2.98,8.1,"Year: 2086
Mean change: -5.7%
SD: ±8.1%"
2086,ssp585,Crozet Islands,-40.91,-16.48,-16.2,3.29,13.79,"Year: 2086
Mean change: -16.5%
SD: ±13.8%"
2086,ssp585,Heard Island and McDonald Islands,-25.94,-13.79,-14.58,1.83,7.23,"Year: 2086
Mean change: -13.8%
SD: ±7.2%"
2086,ssp585,Kerguelen Islands,-42.34,-16.96,-16.33,3.83,13.07,"Year: 2086
Mean change: -17%
SD: ±13.1%"
2086,ssp585,Prince Edward Islands,-38.76,-16.26,-15.24,1.25,13.77,"Year: 2086
Mean change: -16.3%
SD: ±13.8%"
2087,ssp126,Crozet Islands,-15.76,-4.48,-3.9,1.66,5.19,"Year: 2087
Mean change: -4.5%
SD: ±5.2%"
2087,ssp126,Heard Island and McDonald Islands,-14.91,-5.25,-5.44,4.16,5.19,"Year: 2087
Mean change: -5.2%
SD: ±5.2%"
2087,ssp126,Kerguelen Islands,-10.19,-4.41,-5.06,2.95,4.81,"Year: 2087
Mean change: -4.4%
SD: ±4.8%"
2087,ssp126,Prince Edward Islands,-11.95,-4.03,-3.77,1.78,4.42,"Year: 2087
Mean change: -4%
SD: ±4.4%"
2087,ssp585,Crozet Islands,-32.87,-13.91,-15.06,4.28,12.09,"Year: 2087
Mean change: -13.9%
SD: ±12.1%"
2087,ssp585,Heard Island and McDonald Islands,-26.16,-14.34,-14.67,-0.95,6.99,"Year: 2087
Mean change: -14.3%
SD: ±7%"
2087,ssp585,Kerguelen Islands,-35.25,-16.64,-16.63,4.53,11.37,"Year: 2087
Mean change: -16.6%
SD: ±11.4%"
2087,ssp585,Prince Edward Islands,-29.19,-12.45,-13.32,7.46,12.15,"Year: 2087
Mean change: -12.4%
SD: ±12.2%"
2088,ssp126,Crozet Islands,-26.1,-6.53,-4.56,-0.07,7.68,"Year: 2088
Mean change: -6.5%
SD: ±7.7%"
2088,ssp126,Heard Island and McDonald Islands,-14.24,-6.56,-7.62,-0.83,4.02,"Year: 2088
Mean change: -6.6%
SD: ±4%"
2088,ssp126,Kerguelen Islands,-16.72,-6.51,-6.76,0.48,5.02,"Year: 2088
Mean change: -6.5%
SD: ±5%"
2088,ssp126,Prince Edward Islands,-17.76,-5.42,-5.72,2.04,5.8,"Year: 2088
Mean change: -5.4%
SD: ±5.8%"
2088,ssp585,Crozet Islands,-38.12,-13.25,-14.3,6.18,13.54,"Year: 2088
Mean change: -13.2%
SD: ±13.5%"
2088,ssp585,Heard Island and McDonald Islands,-29.39,-14.04,-14.46,3.81,8.98,"Year: 2088
Mean change: -14%
SD: ±9%"
2088,ssp585,Kerguelen Islands,-35.48,-16.03,-15.65,4.3,11.51,"Year: 2088
Mean change: -16%
SD: ±11.5%"
2088,ssp585,Prince Edward Islands,-36.88,-13.18,-12.99,4.92,13.92,"Year: 2088
Mean change: -13.2%
SD: ±13.9%"
2089,ssp126,Crozet Islands,-14.14,-4.04,-3.24,4.16,5.5,"Year: 2089
Mean change: -4%
SD: ±5.5%"
2089,ssp126,Heard Island and McDonald Islands,-13.13,-6.13,-6.2,1.7,4.08,"Year: 2089
Mean change: -6.1%
SD: ±4.1%"
2089,ssp126,Kerguelen Islands,-12.21,-6.25,-6.25,-0.58,3.69,"Year: 2089
Mean change: -6.2%
SD: ±3.7%"
2089,ssp126,Prince Edward Islands,-16.56,-4.39,-3.74,4.08,6.26,"Year: 2089
Mean change: -4.4%
SD: ±6.3%"
2089,ssp585,Crozet Islands,-38.08,-15.68,-15.01,2.14,13.98,"Year: 2089
Mean change: -15.7%
SD: ±14%"
2089,ssp585,Heard Island and McDonald Islands,-31.68,-15.39,-17.74,-0.81,9.2,"Year: 2089
Mean change: -15.4%
SD: ±9.2%"
2089,ssp585,Kerguelen Islands,-40.1,-16.62,-17.36,1.7,13.44,"Year: 2089
Mean change: -16.6%
SD: ±13.4%"
2089,ssp585,Prince Edward Islands,-37.85,-15.28,-15.14,1.56,13.64,"Year: 2089
Mean change: -15.3%
SD: ±13.6%"
2090,ssp126,Crozet Islands,-21.66,-4.33,-2.52,4.39,8,"Year: 2090
Mean change: -4.3%
SD: ±8%"
2090,ssp126,Heard Island and McDonald Islands,-12.41,-6.64,-6.66,-1.16,3.47,"Year: 2090
Mean change: -6.6%
SD: ±3.5%"
2090,ssp126,Kerguelen Islands,-14.24,-5.49,-5.72,-0.46,4.63,"Year: 2090
Mean change: -5.5%
SD: ±4.6%"
2090,ssp126,Prince Edward Islands,-17.8,-5.52,-5.74,5.89,6.73,"Year: 2090
Mean change: -5.5%
SD: ±6.7%"
2090,ssp585,Crozet Islands,-36.32,-14.25,-13.68,3.66,13.75,"Year: 2090
Mean change: -14.2%
SD: ±13.8%"
2090,ssp585,Heard Island and McDonald Islands,-34.37,-15.81,-17.76,0.53,10.19,"Year: 2090
Mean change: -15.8%
SD: ±10.2%"
2090,ssp585,Kerguelen Islands,-41.23,-15.77,-16.41,3.98,13.73,"Year: 2090
Mean change: -15.8%
SD: ±13.7%"
2090,ssp585,Prince Edward Islands,-36.6,-15.56,-13.83,0.27,12.37,"Year: 2090
Mean change: -15.6%
SD: ±12.4%"
2091,ssp126,Crozet Islands,-19.15,-6.67,-6.07,2.12,7.32,"Year: 2091
Mean change: -6.7%
SD: ±7.3%"
2091,ssp126,Heard Island and McDonald Islands,-13.13,-5.96,-7.6,3.17,5.5,"Year: 2091
Mean change: -6%
SD: ±5.5%"
2091,ssp126,Kerguelen Islands,-17.08,-5.55,-5.65,5.18,6.62,"Year: 2091
Mean change: -5.6%
SD: ±6.6%"
2091,ssp126,Prince Edward Islands,-19.85,-7.86,-7.18,-0.78,5.76,"Year: 2091
Mean change: -7.9%
SD: ±5.8%"
2091,ssp585,Crozet Islands,-42.4,-15.7,-14.44,2.43,14.82,"Year: 2091
Mean change: -15.7%
SD: ±14.8%"
2091,ssp585,Heard Island and McDonald Islands,-30.98,-15.13,-16.43,0.8,9.67,"Year: 2091
Mean change: -15.1%
SD: ±9.7%"
2091,ssp585,Kerguelen Islands,-36.51,-16.39,-16.86,-0.99,12.03,"Year: 2091
Mean change: -16.4%
SD: ±12%"
2091,ssp585,Prince Edward Islands,-43.54,-16.42,-14.43,2.7,14.89,"Year: 2091
Mean change: -16.4%
SD: ±14.9%"
2092,ssp126,Crozet Islands,-19.28,-7.09,-5.28,-0.82,5.55,"Year: 2092
Mean change: -7.1%
SD: ±5.6%"
2092,ssp126,Heard Island and McDonald Islands,-12.56,-5.89,-6.54,3.35,4.5,"Year: 2092
Mean change: -5.9%
SD: ±4.5%"
2092,ssp126,Kerguelen Islands,-17.55,-8.12,-8.11,-0.08,5.89,"Year: 2092
Mean change: -8.1%
SD: ±5.9%"
2092,ssp126,Prince Edward Islands,-15.25,-7.6,-6.69,-2.47,4.41,"Year: 2092
Mean change: -7.6%
SD: ±4.4%"
2092,ssp585,Crozet Islands,-38.3,-15.74,-16.14,1.77,13.95,"Year: 2092
Mean change: -15.7%
SD: ±13.9%"
2092,ssp585,Heard Island and McDonald Islands,-31.53,-15.17,-16.97,4.55,10.48,"Year: 2092
Mean change: -15.2%
SD: ±10.5%"
2092,ssp585,Kerguelen Islands,-39.79,-17.21,-17.64,2.4,13.56,"Year: 2092
Mean change: -17.2%
SD: ±13.6%"
2092,ssp585,Prince Edward Islands,-35.26,-14.02,-14.99,4.81,14.78,"Year: 2092
Mean change: -14%
SD: ±14.8%"
2093,ssp126,Crozet Islands,-18.63,-5.19,-3.32,5.74,6.83,"Year: 2093
Mean change: -5.2%
SD: ±6.8%"
2093,ssp126,Heard Island and McDonald Islands,-12.35,-6.4,-6.86,-1.15,3.21,"Year: 2093
Mean change: -6.4%
SD: ±3.2%"
2093,ssp126,Kerguelen Islands,-15.84,-6.92,-7.16,-0.29,4.84,"Year: 2093
Mean change: -6.9%
SD: ±4.8%"
2093,ssp126,Prince Edward Islands,-17.34,-7.21,-7.39,0.12,4.99,"Year: 2093
Mean change: -7.2%
SD: ±5%"
2093,ssp585,Crozet Islands,-40.6,-14.88,-14.78,7.16,16.49,"Year: 2093
Mean change: -14.9%
SD: ±16.5%"
2093,ssp585,Heard Island and McDonald Islands,-26.26,-13.14,-12.27,6.91,9.98,"Year: 2093
Mean change: -13.1%
SD: ±10%"
2093,ssp585,Kerguelen Islands,-36.54,-15.21,-15.99,5.06,12.52,"Year: 2093
Mean change: -15.2%
SD: ±12.5%"
2093,ssp585,Prince Edward Islands,-41.01,-15.42,-15.47,6.75,15.68,"Year: 2093
Mean change: -15.4%
SD: ±15.7%"
2094,ssp126,Crozet Islands,-21.22,-7.29,-6.68,1.81,7.06,"Year: 2094
Mean change: -7.3%
SD: ±7.1%"
2094,ssp126,Heard Island and McDonald Islands,-14.46,-7.83,-8.74,-1.61,4.29,"Year: 2094
Mean change: -7.8%
SD: ±4.3%"
2094,ssp126,Kerguelen Islands,-20.89,-7.22,-6.58,4.17,7.28,"Year: 2094
Mean change: -7.2%
SD: ±7.3%"
2094,ssp126,Prince Edward Islands,-18.8,-7.65,-8.06,1.25,5.42,"Year: 2094
Mean change: -7.7%
SD: ±5.4%"
2094,ssp585,Crozet Islands,-41.32,-13.77,-15.01,14.03,17.31,"Year: 2094
Mean change: -13.8%
SD: ±17.3%"
2094,ssp585,Heard Island and McDonald Islands,-32.73,-13.72,-15.4,7.07,11.96,"Year: 2094
Mean change: -13.7%
SD: ±12%"
2094,ssp585,Kerguelen Islands,-44.87,-16.25,-18.19,6.3,15.71,"Year: 2094
Mean change: -16.2%
SD: ±15.7%"
2094,ssp585,Prince Edward Islands,-39.47,-14.63,-15.27,7.78,15.77,"Year: 2094
Mean change: -14.6%
SD: ±15.8%"
2095,ssp126,Crozet Islands,-14.85,-5.7,-4.7,-0.37,4.46,"Year: 2095
Mean change: -5.7%
SD: ±4.5%"
2095,ssp126,Heard Island and McDonald Islands,-12.37,-4.6,-5.45,3.28,5.4,"Year: 2095
Mean change: -4.6%
SD: ±5.4%"
2095,ssp126,Kerguelen Islands,-12.47,-6.04,-6.4,2.36,4.75,"Year: 2095
Mean change: -6%
SD: ±4.8%"
2095,ssp126,Prince Edward Islands,-14.07,-5.27,-3.9,1.5,4.74,"Year: 2095
Mean change: -5.3%
SD: ±4.7%"
2095,ssp585,Crozet Islands,-36.06,-12.75,-13.29,16.13,16.15,"Year: 2095
Mean change: -12.8%
SD: ±16.1%"
2095,ssp585,Heard Island and McDonald Islands,-27.72,-13.89,-14.22,0.91,10,"Year: 2095
Mean change: -13.9%
SD: ±10%"
2095,ssp585,Kerguelen Islands,-39.36,-16.54,-18.13,3.35,13.75,"Year: 2095
Mean change: -16.5%
SD: ±13.8%"
2095,ssp585,Prince Edward Islands,-40.69,-15.54,-15.6,5.21,15.4,"Year: 2095
Mean change: -15.5%
SD: ±15.4%"
2096,ssp126,Crozet Islands,-16.33,-5.96,-4.24,2.28,6.21,"Year: 2096
Mean change: -6%
SD: ±6.2%"
2096,ssp126,Heard Island and McDonald Islands,-15.08,-5.78,-5.94,2.95,6.02,"Year: 2096
Mean change: -5.8%
SD: ±6%"
2096,ssp126,Kerguelen Islands,-21.11,-7.59,-7.76,1.55,6.58,"Year: 2096
Mean change: -7.6%
SD: ±6.6%"
2096,ssp126,Prince Edward Islands,-11.29,-5.73,-5.87,0.14,4.16,"Year: 2096
Mean change: -5.7%
SD: ±4.2%"
2096,ssp585,Crozet Islands,-43.56,-14.98,-15.72,9.02,16.9,"Year: 2096
Mean change: -15%
SD: ±16.9%"
2096,ssp585,Heard Island and McDonald Islands,-34.14,-14.93,-16.64,3.17,11.39,"Year: 2096
Mean change: -14.9%
SD: ±11.4%"
2096,ssp585,Kerguelen Islands,-42,-16.04,-17.53,6.55,14.94,"Year: 2096
Mean change: -16%
SD: ±14.9%"
2096,ssp585,Prince Edward Islands,-43.94,-16.95,-17.2,3.43,16.22,"Year: 2096
Mean change: -17%
SD: ±16.2%"
2097,ssp126,Crozet Islands,-23.67,-8.88,-7.28,-0.17,6.98,"Year: 2097
Mean change: -8.9%
SD: ±7%"
2097,ssp126,Heard Island and McDonald Islands,-14.99,-8.6,-8.52,-4.11,3.18,"Year: 2097
Mean change: -8.6%
SD: ±3.2%"
2097,ssp126,Kerguelen Islands,-18.85,-8.4,-7.72,0.16,6.14,"Year: 2097
Mean change: -8.4%
SD: ±6.1%"
2097,ssp126,Prince Edward Islands,-22.59,-9.94,-8.24,-3.38,6.12,"Year: 2097
Mean change: -9.9%
SD: ±6.1%"
2097,ssp585,Crozet Islands,-43.52,-14.79,-15.69,6.09,16.89,"Year: 2097
Mean change: -14.8%
SD: ±16.9%"
2097,ssp585,Heard Island and McDonald Islands,-32.02,-14.9,-16.83,6.1,11.02,"Year: 2097
Mean change: -14.9%
SD: ±11%"
2097,ssp585,Kerguelen Islands,-37.82,-16.64,-17.19,5.85,14.04,"Year: 2097
Mean change: -16.6%
SD: ±14%"
2097,ssp585,Prince Edward Islands,-43.36,-17.14,-18.01,3.71,16.23,"Year: 2097
Mean change: -17.1%
SD: ±16.2%"
2098,ssp126,Crozet Islands,-24.09,-8.85,-7.81,-0.69,6.81,"Year: 2098
Mean change: -8.8%
SD: ±6.8%"
2098,ssp126,Heard Island and McDonald Islands,-16.25,-9.12,-9.84,1.72,4.79,"Year: 2098
Mean change: -9.1%
SD: ±4.8%"
2098,ssp126,Kerguelen Islands,-16.25,-8.14,-8.42,2.9,6.23,"Year: 2098
Mean change: -8.1%
SD: ±6.2%"
2098,ssp126,Prince Edward Islands,-21.01,-9.45,-9.49,0.63,6.23,"Year: 2098
Mean change: -9.4%
SD: ±6.2%"
2098,ssp585,Crozet Islands,-39.1,-14.79,-17,7.53,16.52,"Year: 2098
Mean change: -14.8%
SD: ±16.5%"
2098,ssp585,Heard Island and McDonald Islands,-39.78,-16.35,-18.01,8.67,13.39,"Year: 2098
Mean change: -16.4%
SD: ±13.4%"
2098,ssp585,Kerguelen Islands,-44.08,-18.38,-18.9,5.9,14.89,"Year: 2098
Mean change: -18.4%
SD: ±14.9%"
2098,ssp585,Prince Edward Islands,-36.91,-15.39,-17.2,6.78,14.73,"Year: 2098
Mean change: -15.4%
SD: ±14.7%"
2099,ssp126,Crozet Islands,-16.42,-6.79,-6.11,1.67,4.92,"Year: 2099
Mean change: -6.8%
SD: ±4.9%"
2099,ssp126,Heard Island and McDonald Islands,-15.89,-7.4,-8.81,5.61,5.81,"Year: 2099
Mean change: -7.4%
SD: ±5.8%"
2099,ssp126,Kerguelen Islands,-13.4,-7.3,-8.45,2.58,4.87,"Year: 2099
Mean change: -7.3%
SD: ±4.9%"
2099,ssp126,Prince Edward Islands,-18.23,-7.07,-5.87,-1,5.35,"Year: 2099
Mean change: -7.1%
SD: ±5.3%"
2099,ssp585,Crozet Islands,-39.14,-15.56,-15.99,4.48,15.02,"Year: 2099
Mean change: -15.6%
SD: ±15%"
2099,ssp585,Heard Island and McDonald Islands,-34.17,-16.27,-17.73,5.1,11.76,"Year: 2099
Mean change: -16.3%
SD: ±11.8%"
2099,ssp585,Kerguelen Islands,-41.68,-17.69,-18.33,5.49,14.43,"Year: 2099
Mean change: -17.7%
SD: ±14.4%"
2099,ssp585,Prince Edward Islands,-38.59,-16.2,-15.87,1.68,14.19,"Year: 2099
Mean change: -16.2%
SD: ±14.2%"
2100,ssp126,Crozet Islands,-15.03,-6.8,-6.16,1.49,5.35,"Year: 2100
Mean change: -6.8%
SD: ±5.3%"
2100,ssp126,Heard Island and McDonald Islands,-14.12,-6.79,-6.13,1.62,4.68,"Year: 2100
Mean change: -6.8%
SD: ±4.7%"
2100,ssp126,Kerguelen Islands,-12.69,-7.55,-8.2,-1.06,3.94,"Year: 2100
Mean change: -7.6%
SD: ±3.9%"
2100,ssp126,Prince Edward Islands,-15.21,-7.84,-8.65,4.57,6.11,"Year: 2100
Mean change: -7.8%
SD: ±6.1%"
2100,ssp585,Crozet Islands,-49.33,-17.33,-16.89,2.69,17.94,"Year: 2100
Mean change: -17.3%
SD: ±17.9%"
2100,ssp585,Heard Island and McDonald Islands,-32.09,-17.01,-19.41,2.43,10.97,"Year: 2100
Mean change: -17%
SD: ±11%"
2100,ssp585,Kerguelen Islands,-40.35,-18.18,-18.99,4.74,14.29,"Year: 2100
Mean change: -18.2%
SD: ±14.3%"
2100,ssp585,Prince Edward Islands,-47.6,-17.43,-15.51,2.09,15.98,"Year: 2100
Mean change: -17.4%
SD: ±16%"
