year,scenario,min_change,mean_change,median_change,max_change,sd_change,region_name,tooltip
2050,ssp126,-9.21,-2.55,-3.48,5.57,5.05,Indian,"Year: 2050
Mean change: -2.5%
SD: ±5%"
2050,ssp585,-10.04,-3.5,-3.89,6.94,4.99,Indian,"Year: 2050
Mean change: -3.5%
SD: ±5%"
2051,ssp126,-8.71,-3.81,-3.97,3.42,4.14,Indian,"Year: 2051
Mean change: -3.8%
SD: ±4.1%"
2051,ssp585,-10.19,-2.73,-3.81,6.07,5.64,Indian,"Year: 2051
Mean change: -2.7%
SD: ±5.6%"
2052,ssp126,-8.96,-1.73,-1.61,4.62,4.2,Indian,"Year: 2052
Mean change: -1.7%
SD: ±4.2%"
2052,ssp585,-8.29,-3.9,-4.81,5.75,4.66,Indian,"Year: 2052
Mean change: -3.9%
SD: ±4.7%"
2053,ssp126,-9,-1.16,-0.68,3.32,3.47,Indian,"Year: 2053
Mean change: -1.2%
SD: ±3.5%"
2053,ssp585,-8.59,-3.25,-4.45,5.56,4.41,Indian,"Year: 2053
Mean change: -3.2%
SD: ±4.4%"
2054,ssp126,-8.76,-2.97,-3.95,7.29,4.84,Indian,"Year: 2054
Mean change: -3%
SD: ±4.8%"
2054,ssp585,-8.6,-3.08,-4.58,5.13,4.13,Indian,"Year: 2054
Mean change: -3.1%
SD: ±4.1%"
2055,ssp126,-8.07,-0.77,-1.35,7.44,4.77,Indian,"Year: 2055
Mean change: -0.8%
SD: ±4.8%"
2055,ssp585,-8.57,-4.37,-5.14,4.92,4.07,Indian,"Year: 2055
Mean change: -4.4%
SD: ±4.1%"
2056,ssp126,-7.93,-1.9,-3.36,4.49,4.33,Indian,"Year: 2056
Mean change: -1.9%
SD: ±4.3%"
2056,ssp585,-8.53,-2.75,-4.18,7.56,5.4,Indian,"Year: 2056
Mean change: -2.8%
SD: ±5.4%"
2057,ssp126,-9.59,-3.99,-3.84,3.07,3.85,Indian,"Year: 2057
Mean change: -4%
SD: ±3.9%"
2057,ssp585,-8.36,-3.25,-4.62,3.97,3.92,Indian,"Year: 2057
Mean change: -3.2%
SD: ±3.9%"
2058,ssp126,-9.35,-2.64,-3.38,3.53,3.98,Indian,"Year: 2058
Mean change: -2.6%
SD: ±4%"
2058,ssp585,-8.06,-2.28,-3.68,6.23,5.02,Indian,"Year: 2058
Mean change: -2.3%
SD: ±5%"
2059,ssp126,-9.98,-1.09,-1.64,6.55,4.81,Indian,"Year: 2059
Mean change: -1.1%
SD: ±4.8%"
2059,ssp585,-7.89,-2.82,-3.78,6.79,4.71,Indian,"Year: 2059
Mean change: -2.8%
SD: ±4.7%"
2060,ssp126,-10.08,-2.87,-2.49,4,4.47,Indian,"Year: 2060
Mean change: -2.9%
SD: ±4.5%"
2060,ssp585,-8.05,-2.55,-3.66,6.85,5.22,Indian,"Year: 2060
Mean change: -2.5%
SD: ±5.2%"
2061,ssp126,-9.81,-3.54,-2.9,2.54,4.11,Indian,"Year: 2061
Mean change: -3.5%
SD: ±4.1%"
2061,ssp585,-7.41,-3.09,-4.46,6.98,4.44,Indian,"Year: 2061
Mean change: -3.1%
SD: ±4.4%"
2062,ssp126,-9.36,-1.3,-2.69,9.83,5.86,Indian,"Year: 2062
Mean change: -1.3%
SD: ±5.9%"
2062,ssp585,-7.72,-3.1,-4.96,6.47,4.99,Indian,"Year: 2062
Mean change: -3.1%
SD: ±5%"
2063,ssp126,-9.25,-3.83,-3.71,2.28,3.81,Indian,"Year: 2063
Mean change: -3.8%
SD: ±3.8%"
2063,ssp585,-7.87,-3.08,-5.03,6.84,4.7,Indian,"Year: 2063
Mean change: -3.1%
SD: ±4.7%"
2064,ssp126,-9.54,-2.64,-2.24,4.72,4.52,Indian,"Year: 2064
Mean change: -2.6%
SD: ±4.5%"
2064,ssp585,-9.15,-4.09,-5.09,5.8,4.33,Indian,"Year: 2064
Mean change: -4.1%
SD: ±4.3%"
2065,ssp126,-9.8,-2.31,-2,5.39,3.92,Indian,"Year: 2065
Mean change: -2.3%
SD: ±3.9%"
2065,ssp585,-13.39,-3.91,-4.91,7.08,6.28,Indian,"Year: 2065
Mean change: -3.9%
SD: ±6.3%"
2066,ssp126,-9.69,-2.19,-3.47,6.09,4.79,Indian,"Year: 2066
Mean change: -2.2%
SD: ±4.8%"
2066,ssp585,-12.58,-3.23,-4.05,8.51,6.95,Indian,"Year: 2066
Mean change: -3.2%
SD: ±7%"
2067,ssp126,-10.22,-3.63,-3.67,5.83,5.34,Indian,"Year: 2067
Mean change: -3.6%
SD: ±5.3%"
2067,ssp585,-11.88,-4.4,-5.05,5.79,5.72,Indian,"Year: 2067
Mean change: -4.4%
SD: ±5.7%"
2068,ssp126,-9.83,-4.04,-3.46,3.01,3.61,Indian,"Year: 2068
Mean change: -4%
SD: ±3.6%"
2068,ssp585,-11.22,-3.62,-4.25,6.68,5.85,Indian,"Year: 2068
Mean change: -3.6%
SD: ±5.8%"
2069,ssp126,-9.21,-3.42,-3.71,1.72,3.37,Indian,"Year: 2069
Mean change: -3.4%
SD: ±3.4%"
2069,ssp585,-10.47,-3.51,-5.11,5.22,5.58,Indian,"Year: 2069
Mean change: -3.5%
SD: ±5.6%"
2070,ssp126,-7.85,-2.25,-3.34,3.08,3.42,Indian,"Year: 2070
Mean change: -2.2%
SD: ±3.4%"
2070,ssp585,-10.61,-4.31,-5.92,5.22,5.15,Indian,"Year: 2070
Mean change: -4.3%
SD: ±5.2%"
2071,ssp126,-6.52,-1.4,-2.88,6.95,4.55,Indian,"Year: 2071
Mean change: -1.4%
SD: ±4.6%"
2071,ssp585,-10.45,-4.69,-6.57,5.96,5.05,Indian,"Year: 2071
Mean change: -4.7%
SD: ±5%"
2072,ssp126,-7.12,-2.87,-4.15,6.66,4,Indian,"Year: 2072
Mean change: -2.9%
SD: ±4%"
2072,ssp585,-10.1,-3.82,-6.33,9.22,5.97,Indian,"Year: 2072
Mean change: -3.8%
SD: ±6%"
2073,ssp126,-7.95,-2.81,-4.33,7.19,4.44,Indian,"Year: 2073
Mean change: -2.8%
SD: ±4.4%"
2073,ssp585,-9.72,-2.96,-5.42,8.7,6.48,Indian,"Year: 2073
Mean change: -3%
SD: ±6.5%"
2074,ssp126,-7.69,-2.14,-3.82,7.2,4.47,Indian,"Year: 2074
Mean change: -2.1%
SD: ±4.5%"
2074,ssp585,-9.44,-2.97,-4.93,7.9,6.08,Indian,"Year: 2074
Mean change: -3%
SD: ±6.1%"
2075,ssp126,-5.3,-2.38,-3.94,7.7,3.95,Indian,"Year: 2075
Mean change: -2.4%
SD: ±4%"
2075,ssp585,-11.05,-4.5,-6.44,7.25,6.24,Indian,"Year: 2075
Mean change: -4.5%
SD: ±6.2%"
2076,ssp126,-5.4,-1.75,-3.58,7.93,3.97,Indian,"Year: 2076
Mean change: -1.8%
SD: ±4%"
2076,ssp585,-13.49,-3.72,-4.84,10.16,7.2,Indian,"Year: 2076
Mean change: -3.7%
SD: ±7.2%"
2077,ssp126,-8.24,-3.65,-4.6,8.18,4.48,Indian,"Year: 2077
Mean change: -3.6%
SD: ±4.5%"
2077,ssp585,-10.99,-3.7,-5.34,7.07,5.85,Indian,"Year: 2077
Mean change: -3.7%
SD: ±5.8%"
2078,ssp126,-6.31,-3.15,-4.26,7.84,4.11,Indian,"Year: 2078
Mean change: -3.1%
SD: ±4.1%"
2078,ssp585,-12.52,-5.1,-6.4,4.83,5.59,Indian,"Year: 2078
Mean change: -5.1%
SD: ±5.6%"
2079,ssp126,-8.36,-3.34,-4.02,7.35,4.25,Indian,"Year: 2079
Mean change: -3.3%
SD: ±4.2%"
2079,ssp585,-10.98,-4.91,-6.57,4.31,5.68,Indian,"Year: 2079
Mean change: -4.9%
SD: ±5.7%"
2080,ssp126,-6.56,-2.5,-2.56,4.96,3.06,Indian,"Year: 2080
Mean change: -2.5%
SD: ±3.1%"
2080,ssp585,-11.39,-4.39,-6.96,7.24,6.16,Indian,"Year: 2080
Mean change: -4.4%
SD: ±6.2%"
2081,ssp126,-8.64,-3.53,-4.14,4.21,3.81,Indian,"Year: 2081
Mean change: -3.5%
SD: ±3.8%"
2081,ssp585,-11.63,-3.65,-5.88,10.41,6.87,Indian,"Year: 2081
Mean change: -3.6%
SD: ±6.9%"
2082,ssp126,-12.92,-5.23,-4.55,5.22,5.15,Indian,"Year: 2082
Mean change: -5.2%
SD: ±5.2%"
2082,ssp585,-11.62,-4.19,-7.26,9.54,7.08,Indian,"Year: 2082
Mean change: -4.2%
SD: ±7.1%"
2083,ssp126,-13.61,-6.5,-5.9,1.86,4.73,Indian,"Year: 2083
Mean change: -6.5%
SD: ±4.7%"
2083,ssp585,-11.01,-4.06,-6.33,6.98,6.27,Indian,"Year: 2083
Mean change: -4.1%
SD: ±6.3%"
2084,ssp126,-11.21,-4.23,-4.59,3.11,4.26,Indian,"Year: 2084
Mean change: -4.2%
SD: ±4.3%"
2084,ssp585,-13.54,-5.04,-7.49,6.68,6.82,Indian,"Year: 2084
Mean change: -5%
SD: ±6.8%"
2085,ssp126,-9.34,-2.6,-2.05,2.63,3.68,Indian,"Year: 2085
Mean change: -2.6%
SD: ±3.7%"
2085,ssp585,-17.39,-6.23,-7.47,5.48,7.09,Indian,"Year: 2085
Mean change: -6.2%
SD: ±7.1%"
2086,ssp126,-10.15,-3.94,-4.62,4.93,3.94,Indian,"Year: 2086
Mean change: -3.9%
SD: ±3.9%"
2086,ssp585,-13.27,-5.9,-8.57,6.85,6.8,Indian,"Year: 2086
Mean change: -5.9%
SD: ±6.8%"
2087,ssp126,-10.45,-3.43,-3.68,5.12,4.21,Indian,"Year: 2087
Mean change: -3.4%
SD: ±4.2%"
2087,ssp585,-13.62,-6.23,-7.47,5.84,6.09,Indian,"Year: 2087
Mean change: -6.2%
SD: ±6.1%"
2088,ssp126,-10.43,-3.68,-4.45,4.58,4.15,Indian,"Year: 2088
Mean change: -3.7%
SD: ±4.2%"
2088,ssp585,-16.69,-7.27,-8.52,5.03,6.75,Indian,"Year: 2088
Mean change: -7.3%
SD: ±6.8%"
2089,ssp126,-10.4,-4.38,-4.34,4.09,3.84,Indian,"Year: 2089
Mean change: -4.4%
SD: ±3.8%"
2089,ssp585,-16.98,-8.07,-9.41,5.34,6.85,Indian,"Year: 2089
Mean change: -8.1%
SD: ±6.8%"
2090,ssp126,-10.55,-3.86,-4.19,5.15,3.85,Indian,"Year: 2090
Mean change: -3.9%
SD: ±3.9%"
2090,ssp585,-16.32,-7.05,-8.46,4.82,7.31,Indian,"Year: 2090
Mean change: -7%
SD: ±7.3%"
2091,ssp126,-10.66,-3.09,-3.3,5.88,4.95,Indian,"Year: 2091
Mean change: -3.1%
SD: ±5%"
2091,ssp585,-16.76,-7.05,-8.31,5.87,7.63,Indian,"Year: 2091
Mean change: -7%
SD: ±7.6%"
2092,ssp126,-10.76,-4.31,-4.08,3.73,3.89,Indian,"Year: 2092
Mean change: -4.3%
SD: ±3.9%"
2092,ssp585,-17.95,-7.61,-9.11,5.86,7.92,Indian,"Year: 2092
Mean change: -7.6%
SD: ±7.9%"
2093,ssp126,-10.85,-3.43,-3.04,2.68,3.45,Indian,"Year: 2093
Mean change: -3.4%
SD: ±3.5%"
2093,ssp585,-15.85,-6.3,-8.46,9.33,8.54,Indian,"Year: 2093
Mean change: -6.3%
SD: ±8.5%"
2094,ssp126,-10.82,-4.46,-4.56,2.9,3.97,Indian,"Year: 2094
Mean change: -4.5%
SD: ±4%"
2094,ssp585,-18.09,-6.69,-7.72,10.02,9.3,Indian,"Year: 2094
Mean change: -6.7%
SD: ±9.3%"
2095,ssp126,-10.83,-3.32,-3.11,1.69,4.05,Indian,"Year: 2095
Mean change: -3.3%
SD: ±4%"
2095,ssp585,-16.71,-7.17,-9.54,7.04,8.18,Indian,"Year: 2095
Mean change: -7.2%
SD: ±8.2%"
2096,ssp126,-12.47,-5.03,-4.34,2.64,5.3,Indian,"Year: 2096
Mean change: -5%
SD: ±5.3%"
2096,ssp585,-19.63,-8.15,-9.61,8.42,8.86,Indian,"Year: 2096
Mean change: -8.2%
SD: ±8.9%"
2097,ssp126,-13.21,-6.75,-5.98,1.88,4.34,Indian,"Year: 2097
Mean change: -6.8%
SD: ±4.3%"
2097,ssp585,-19.92,-8.04,-8.24,9.91,9.19,Indian,"Year: 2097
Mean change: -8%
SD: ±9.2%"
2098,ssp126,-13.07,-6.4,-5.86,2.98,4.96,Indian,"Year: 2098
Mean change: -6.4%
SD: ±5%"
2098,ssp585,-22.12,-8.59,-9.01,11.01,9.74,Indian,"Year: 2098
Mean change: -8.6%
SD: ±9.7%"
2099,ssp126,-11.71,-5.52,-4.94,0.58,3.78,Indian,"Year: 2099
Mean change: -5.5%
SD: ±3.8%"
2099,ssp585,-22.88,-9.93,-10.05,6.08,8.76,Indian,"Year: 2099
Mean change: -9.9%
SD: ±8.8%"
2100,ssp126,-11.54,-5.49,-5.07,-0.04,3.07,Indian,"Year: 2100
Mean change: -5.5%
SD: ±3.1%"
2100,ssp585,-19.19,-9.51,-12.96,8.12,9.24,Indian,"Year: 2100
Mean change: -9.5%
SD: ±9.2%"
1950,historical,-9.51,-2.99,-2.86,1.71,3.9,Kerguelen Islands,"Year: 1950
Mean change: -3%
SD: ±3.9%"
1951,historical,-10.19,-3.8,-4.41,3.94,4.56,Kerguelen Islands,"Year: 1951
Mean change: -3.8%
SD: ±4.6%"
1952,historical,-10.67,-2.68,-1.36,2.71,4.95,Kerguelen Islands,"Year: 1952
Mean change: -2.7%
SD: ±5%"
1953,historical,-10.13,-2.71,-3.19,4.59,4.33,Kerguelen Islands,"Year: 1953
Mean change: -2.7%
SD: ±4.3%"
1954,historical,-10.87,-0.75,0.04,7.67,6.25,Kerguelen Islands,"Year: 1954
Mean change: -0.8%
SD: ±6.2%"
1955,historical,-9.04,-2.66,-3.04,3.4,4.24,Kerguelen Islands,"Year: 1955
Mean change: -2.7%
SD: ±4.2%"
1956,historical,-9.77,-1.81,-1.06,4.46,4.6,Kerguelen Islands,"Year: 1956
Mean change: -1.8%
SD: ±4.6%"
1957,historical,-8.51,-1.57,-0.44,6.43,4.74,Kerguelen Islands,"Year: 1957
Mean change: -1.6%
SD: ±4.7%"
1958,historical,-7.85,-1.31,-1.5,5.64,3.79,Kerguelen Islands,"Year: 1958
Mean change: -1.3%
SD: ±3.8%"
1959,historical,-8.21,-3.18,-3.28,1.05,3.43,Kerguelen Islands,"Year: 1959
Mean change: -3.2%
SD: ±3.4%"
1960,historical,-9.22,-3.07,-1.99,2.22,4.36,Kerguelen Islands,"Year: 1960
Mean change: -3.1%
SD: ±4.4%"
1961,historical,-10.25,-1.94,-1.63,1.78,3.49,Kerguelen Islands,"Year: 1961
Mean change: -1.9%
SD: ±3.5%"
1962,historical,-9.82,-2.25,-1.56,1.18,3.17,Kerguelen Islands,"Year: 1962
Mean change: -2.2%
SD: ±3.2%"
1963,historical,-8.67,-0.85,-0.06,6.77,4.72,Kerguelen Islands,"Year: 1963
Mean change: -0.8%
SD: ±4.7%"
1964,historical,-8.51,-4.13,-4.85,0.76,3.99,Kerguelen Islands,"Year: 1964
Mean change: -4.1%
SD: ±4%"
1965,historical,-9.09,-2.49,-1.8,4.53,4.22,Kerguelen Islands,"Year: 1965
Mean change: -2.5%
SD: ±4.2%"
1966,historical,-8.38,-1.05,0.09,8.7,5.31,Kerguelen Islands,"Year: 1966
Mean change: -1%
SD: ±5.3%"
1967,historical,-7.19,-1.05,-0.68,7.01,4.74,Kerguelen Islands,"Year: 1967
Mean change: -1%
SD: ±4.7%"
1968,historical,-6.08,-0.51,0.31,3.33,3.2,Kerguelen Islands,"Year: 1968
Mean change: -0.5%
SD: ±3.2%"
1969,historical,-6.32,0.37,1.08,4.09,3.3,Kerguelen Islands,"Year: 1969
Mean change: 0.4%
SD: ±3.3%"
1970,historical,-6.74,-1.6,-1.46,3.06,2.84,Kerguelen Islands,"Year: 1970
Mean change: -1.6%
SD: ±2.8%"
1971,historical,-6.21,0.08,1.28,6.18,4.42,Kerguelen Islands,"Year: 1971
Mean change: 0.1%
SD: ±4.4%"
1972,historical,-5.78,-0.13,-0.03,2.72,2.47,Kerguelen Islands,"Year: 1972
Mean change: -0.1%
SD: ±2.5%"
1973,historical,-7.36,-1.18,-0.98,7.35,4.35,Kerguelen Islands,"Year: 1973
Mean change: -1.2%
SD: ±4.3%"
1974,historical,-8.44,-1.62,-1.91,8.44,4.74,Kerguelen Islands,"Year: 1974
Mean change: -1.6%
SD: ±4.7%"
1975,historical,-5.83,-1,-1.12,4.12,3.51,Kerguelen Islands,"Year: 1975
Mean change: -1%
SD: ±3.5%"
1976,historical,-6.87,-2.61,-2.78,1.39,3.11,Kerguelen Islands,"Year: 1976
Mean change: -2.6%
SD: ±3.1%"
1977,historical,-10.05,-1.18,-0.55,9.14,5.2,Kerguelen Islands,"Year: 1977
Mean change: -1.2%
SD: ±5.2%"
1978,historical,-10.03,-0.64,-0.05,12.46,6.1,Kerguelen Islands,"Year: 1978
Mean change: -0.6%
SD: ±6.1%"
1979,historical,-4.27,0.43,-0.86,13.78,5.74,Kerguelen Islands,"Year: 1979
Mean change: 0.4%
SD: ±5.7%"
1980,historical,-3.91,-1.12,-1.36,2.39,1.96,Kerguelen Islands,"Year: 1980
Mean change: -1.1%
SD: ±2%"
1981,historical,-10.41,-0.95,0.02,5.71,4.18,Kerguelen Islands,"Year: 1981
Mean change: -0.9%
SD: ±4.2%"
1982,historical,-9.25,-2.78,-1.57,0.18,3.2,Kerguelen Islands,"Year: 1982
Mean change: -2.8%
SD: ±3.2%"
1983,historical,-3.76,-0.01,-0.09,5.29,2.79,Kerguelen Islands,"Year: 1983
Mean change: 0%
SD: ±2.8%"
1984,historical,-8.49,-0.77,-0.86,4.07,4.01,Kerguelen Islands,"Year: 1984
Mean change: -0.8%
SD: ±4%"
1985,historical,-5.69,-1.31,-2.06,2.99,2.96,Kerguelen Islands,"Year: 1985
Mean change: -1.3%
SD: ±3%"
1986,historical,-5.4,-0.65,-0.81,3.53,3.26,Kerguelen Islands,"Year: 1986
Mean change: -0.7%
SD: ±3.3%"
1987,historical,-4.95,-0.31,0.17,3.97,3.16,Kerguelen Islands,"Year: 1987
Mean change: -0.3%
SD: ±3.2%"
1988,historical,-9.12,1.39,2.4,7.96,5.21,Kerguelen Islands,"Year: 1988
Mean change: 1.4%
SD: ±5.2%"
1989,historical,-5.52,-0.76,-1.36,5.79,4.02,Kerguelen Islands,"Year: 1989
Mean change: -0.8%
SD: ±4%"
1990,historical,-6.14,-1.29,-2.84,6.02,4.15,Kerguelen Islands,"Year: 1990
Mean change: -1.3%
SD: ±4.2%"
1991,historical,-5.48,0.58,0.24,6.04,3.55,Kerguelen Islands,"Year: 1991
Mean change: 0.6%
SD: ±3.5%"
1992,historical,-10.57,-1.77,-2.47,5.74,5.71,Kerguelen Islands,"Year: 1992
Mean change: -1.8%
SD: ±5.7%"
1993,historical,-5.54,-0.06,-0.24,3.94,3.1,Kerguelen Islands,"Year: 1993
Mean change: -0.1%
SD: ±3.1%"
1994,historical,-2.07,0.71,-0.53,5.75,2.73,Kerguelen Islands,"Year: 1994
Mean change: 0.7%
SD: ±2.7%"
1995,historical,-6.69,0.63,1.26,4.54,3.27,Kerguelen Islands,"Year: 1995
Mean change: 0.6%
SD: ±3.3%"
1996,historical,-9.19,-3.53,-3.35,1.75,4.03,Kerguelen Islands,"Year: 1996
Mean change: -3.5%
SD: ±4%"
1997,historical,-7.72,0.63,1.23,13.37,5.93,Kerguelen Islands,"Year: 1997
Mean change: 0.6%
SD: ±5.9%"
1998,historical,-5.44,-0.8,-0.31,2.79,2.41,Kerguelen Islands,"Year: 1998
Mean change: -0.8%
SD: ±2.4%"
1999,historical,-2.9,-0.9,-1.04,1.44,1.48,Kerguelen Islands,"Year: 1999
Mean change: -0.9%
SD: ±1.5%"
2000,historical,-6.95,-0.07,-0.04,7.45,3.67,Kerguelen Islands,"Year: 2000
Mean change: -0.1%
SD: ±3.7%"
2001,historical,-4.95,-0.28,-0.18,1.51,1.88,Kerguelen Islands,"Year: 2001
Mean change: -0.3%
SD: ±1.9%"
2002,historical,-8.7,-0.68,0.24,2.22,3.26,Kerguelen Islands,"Year: 2002
Mean change: -0.7%
SD: ±3.3%"
2003,historical,-4.91,-1.38,-0.99,3.49,2.49,Kerguelen Islands,"Year: 2003
Mean change: -1.4%
SD: ±2.5%"
2004,historical,-7.16,-1.44,-0.65,5.89,3.5,Kerguelen Islands,"Year: 2004
Mean change: -1.4%
SD: ±3.5%"
2005,historical,-4.23,-1.27,-1.24,1.73,2.04,Kerguelen Islands,"Year: 2005
Mean change: -1.3%
SD: ±2%"
2006,historical,-5.64,-0.48,-0.36,6.38,3.41,Kerguelen Islands,"Year: 2006
Mean change: -0.5%
SD: ±3.4%"
2007,historical,-1.66,0.22,0.19,3.18,1.53,Kerguelen Islands,"Year: 2007
Mean change: 0.2%
SD: ±1.5%"
2008,historical,-2.29,-0,-0.05,2.14,1.23,Kerguelen Islands,"Year: 2008
Mean change: 0%
SD: ±1.2%"
2009,historical,-8.86,0.86,1.16,5.87,4.17,Kerguelen Islands,"Year: 2009
Mean change: 0.9%
SD: ±4.2%"
2010,historical,-4.39,0.11,0.58,3.37,2.41,Kerguelen Islands,"Year: 2010
Mean change: 0.1%
SD: ±2.4%"
2011,historical,-3.32,2.27,0.85,11.47,4.18,Kerguelen Islands,"Year: 2011
Mean change: 2.3%
SD: ±4.2%"
2012,historical,-2.04,0.4,0.54,3.7,1.77,Kerguelen Islands,"Year: 2012
Mean change: 0.4%
SD: ±1.8%"
2013,historical,-7.93,-0.99,-0.27,2.29,2.84,Kerguelen Islands,"Year: 2013
Mean change: -1%
SD: ±2.8%"
2014,historical,-4.42,-1.11,-0.64,1.24,1.95,Kerguelen Islands,"Year: 2014
Mean change: -1.1%
SD: ±2%"
2015,ssp126,-2.41,0.43,-0.21,6.7,2.58,Kerguelen Islands,"Year: 2015
Mean change: 0.4%
SD: ±2.6%"
2015,ssp585,-5.42,-0.14,0.36,5.1,2.75,Kerguelen Islands,"Year: 2015
Mean change: -0.1%
SD: ±2.8%"
2016,ssp126,-15.72,-2.3,-1.21,5.71,5.71,Kerguelen Islands,"Year: 2016
Mean change: -2.3%
SD: ±5.7%"
2016,ssp585,-6.44,-2.34,-1.94,0.62,2.5,Kerguelen Islands,"Year: 2016
Mean change: -2.3%
SD: ±2.5%"
2017,ssp126,-9.85,-3.1,-1.97,1.5,3.73,Kerguelen Islands,"Year: 2017
Mean change: -3.1%
SD: ±3.7%"
2017,ssp585,-5.49,-2.53,-1.94,-0.47,1.73,Kerguelen Islands,"Year: 2017
Mean change: -2.5%
SD: ±1.7%"
2018,ssp126,-10.33,-5.67,-6.33,0.41,3.4,Kerguelen Islands,"Year: 2018
Mean change: -5.7%
SD: ±3.4%"
2018,ssp585,-11.14,-1.52,-0.61,3.33,4.1,Kerguelen Islands,"Year: 2018
Mean change: -1.5%
SD: ±4.1%"
2019,ssp126,-14.03,-4.28,-3.94,0.46,4.26,Kerguelen Islands,"Year: 2019
Mean change: -4.3%
SD: ±4.3%"
2019,ssp585,-9.34,-3.11,-3.03,2.6,3.41,Kerguelen Islands,"Year: 2019
Mean change: -3.1%
SD: ±3.4%"
2020,ssp126,-10.11,-5.16,-5,0.3,3.23,Kerguelen Islands,"Year: 2020
Mean change: -5.2%
SD: ±3.2%"
2020,ssp585,-8.93,-3.59,-2.58,-0.17,3.22,Kerguelen Islands,"Year: 2020
Mean change: -3.6%
SD: ±3.2%"
2021,ssp126,-9.07,-4.14,-3.92,0.6,3.06,Kerguelen Islands,"Year: 2021
Mean change: -4.1%
SD: ±3.1%"
2021,ssp585,-6.68,-2.74,-2.33,2.11,2.74,Kerguelen Islands,"Year: 2021
Mean change: -2.7%
SD: ±2.7%"
2022,ssp126,-10.44,-4.68,-4.6,0.04,3.39,Kerguelen Islands,"Year: 2022
Mean change: -4.7%
SD: ±3.4%"
2022,ssp585,-7.07,-2.63,-2.47,1.55,2.69,Kerguelen Islands,"Year: 2022
Mean change: -2.6%
SD: ±2.7%"
2023,ssp126,-10.06,-4.3,-3.6,1.57,3.66,Kerguelen Islands,"Year: 2023
Mean change: -4.3%
SD: ±3.7%"
2023,ssp585,-7.62,-1.73,-1.45,2.05,3.01,Kerguelen Islands,"Year: 2023
Mean change: -1.7%
SD: ±3%"
2024,ssp126,-10.53,-2.52,-0.83,0.38,3.93,Kerguelen Islands,"Year: 2024
Mean change: -2.5%
SD: ±3.9%"
2024,ssp585,-7.38,-0.17,0.34,3.07,3.01,Kerguelen Islands,"Year: 2024
Mean change: -0.2%
SD: ±3%"
2025,ssp126,-9.37,-4.19,-3.61,0.63,3.49,Kerguelen Islands,"Year: 2025
Mean change: -4.2%
SD: ±3.5%"
2025,ssp585,-8.46,-2.77,-1.79,0.48,2.87,Kerguelen Islands,"Year: 2025
Mean change: -2.8%
SD: ±2.9%"
2026,ssp126,-10.23,-3.34,-2.75,0.5,3.4,Kerguelen Islands,"Year: 2026
Mean change: -3.3%
SD: ±3.4%"
2026,ssp585,-13.22,-4.34,-3.78,0.89,3.79,Kerguelen Islands,"Year: 2026
Mean change: -4.3%
SD: ±3.8%"
2027,ssp126,-10.48,-3.8,-2.85,1.14,3.63,Kerguelen Islands,"Year: 2027
Mean change: -3.8%
SD: ±3.6%"
2027,ssp585,-13.16,-4.55,-3.31,-0.26,4.33,Kerguelen Islands,"Year: 2027
Mean change: -4.6%
SD: ±4.3%"
2028,ssp126,-9.58,-4.31,-3.59,0.23,3.09,Kerguelen Islands,"Year: 2028
Mean change: -4.3%
SD: ±3.1%"
2028,ssp585,-8.12,-1.03,-0.28,6.4,4.43,Kerguelen Islands,"Year: 2028
Mean change: -1%
SD: ±4.4%"
2029,ssp126,-15.41,-5.84,-5.03,-1.22,4.45,Kerguelen Islands,"Year: 2029
Mean change: -5.8%
SD: ±4.4%"
2029,ssp585,-7.75,-1.43,-1.79,2.97,3.18,Kerguelen Islands,"Year: 2029
Mean change: -1.4%
SD: ±3.2%"
2030,ssp126,-11.07,-3.97,-3.28,1.21,3.96,Kerguelen Islands,"Year: 2030
Mean change: -4%
SD: ±4%"
2030,ssp585,-6.22,-1.88,-1.56,2.75,3.33,Kerguelen Islands,"Year: 2030
Mean change: -1.9%
SD: ±3.3%"
2031,ssp126,-12.7,-4.32,-2.4,0.33,4.46,Kerguelen Islands,"Year: 2031
Mean change: -4.3%
SD: ±4.5%"
2031,ssp585,-7.87,-3.9,-4.09,1,3.29,Kerguelen Islands,"Year: 2031
Mean change: -3.9%
SD: ±3.3%"
2032,ssp126,-10.68,-4.34,-4.69,2.78,4.18,Kerguelen Islands,"Year: 2032
Mean change: -4.3%
SD: ±4.2%"
2032,ssp585,-7.95,-4.55,-5.56,0.04,2.98,Kerguelen Islands,"Year: 2032
Mean change: -4.6%
SD: ±3%"
2033,ssp126,-10.52,-5.36,-5.59,-1.22,3.23,Kerguelen Islands,"Year: 2033
Mean change: -5.4%
SD: ±3.2%"
2033,ssp585,-7.24,-4.47,-4.62,0.54,2.61,Kerguelen Islands,"Year: 2033
Mean change: -4.5%
SD: ±2.6%"
2034,ssp126,-10.15,-3.73,-3.41,0.94,3.64,Kerguelen Islands,"Year: 2034
Mean change: -3.7%
SD: ±3.6%"
2034,ssp585,-7.76,-2.64,-3.02,4.63,3.7,Kerguelen Islands,"Year: 2034
Mean change: -2.6%
SD: ±3.7%"
2035,ssp126,-8.68,-3.13,-3.17,2.51,3.74,Kerguelen Islands,"Year: 2035
Mean change: -3.1%
SD: ±3.7%"
2035,ssp585,-9.87,-3.06,-1.67,1.79,4.19,Kerguelen Islands,"Year: 2035
Mean change: -3.1%
SD: ±4.2%"
